date, pm25, pm10, o3, no2, so2, co
2019/10/10, 40, 17, 29, 9, 1, 2
2019/10/11, 30, 24, 36, 13, 1, 4
2019/10/13, 66, 25, 54, 13, 1, 4
2019/10/14, 57, 32, 46, 12, 1, 4
2019/10/15, 71, 17, 24, 6, , 2
2019/10/16, 36, 21, 24, 7, , 3
2019/10/17, 52, 24, 33, 7, , 2
2019/10/18, 54, 33, 49, 15, , 5
2019/10/19, 80, 13, 32, 6, , 2
2019/10/20, 36, 15, 23, 3, 1, 1
2019/10/21, 31, 21, 19, 13, 1, 3
2019/10/22, 51, 22, 21, 13, , 4
2019/10/23, 60, 17, 29, 9, , 2
2019/10/24, 50, 21, 31, 11, , 3
2019/10/25, 55, 36, 34, 15, 1, 3
2019/10/26, 83, 20, 32, 8, , 3
2019/10/27, 60, 24, 44, 9, 1, 3
2019/10/28, 61, 23, 43, 14, , 3
2019/10/29, 76, 29, 8, 33, , 4
2019/10/30, 47, 23, 67, 14, , 4
2019/10/31, 60, 27, 29, 11, , 3
2019/11/1, 68, 23, 30, 8, , 3
2019/11/2, 59, 21, 32, 6, , 2
2019/11/3, 55, 26, 44, 8, , 3
2019/11/4, 63, 21, 42, 9, , 3
2019/11/5, 59, 15, 32, 13, , 3
2019/11/6, 38, 13, 25, 7, 1, 2
2019/11/7, 31, 17, 15, 11, , 3
2019/11/8, 45, 15, 19, 13, , 4
2019/11/9, 48, 11, 12, 7, , 2
2019/11/10, 36, 16, 26, 9, , 4
2019/11/11, 43, 16, 22, 9, , 3
2019/11/12, 43, 9, 13, 6, , 2
2019/11/13, 21, 16, 24, 8, , 2
2019/11/14, 37, 17, 17, 16, , 4
2019/11/15, 45, 14, 19, 9, , 3
2019/11/16, 37, 22, 24, 9, 3, 3
2019/11/17, 51, 16, 31, 5, 2, 1
2019/11/18, 38, 16, 13, 7, 1, 2
2019/11/19, 43, 15, 21, 9, 1, 2
2019/11/20, 41, 14, 21, 6, 1, 2
2019/11/21, 37, 22, 39, 9, 1, 2
2019/11/22, 51, 23, 36, 18, , 4
2019/11/23, 55, 15, 31, 10, , 3
2019/11/24, 37, 18, 21, 3, , 1
2019/11/25, 33, 17, 22, 7, , 2
2019/11/26, 34, 29, 41, 12, 1, 3
2019/11/27, 61, 26, 21, 17, 1, 4
2019/11/28, 54, 10, 17, 11, , 3
2019/11/29, 22, 27, 21, 8, , 2
2019/11/30, 49, 28, 57, 11, , 4
2019/12/1, 67, 16, 35, 8, , 3
2019/12/2, 40, 15, 19, 6, 1, 2
2019/12/3, 28, 22, 12, 9, 1, 2
2019/12/4, 48, 32, 30, 14, 1, 3
2019/12/5, 69, 22, 22, 16, , 5
2019/12/6, 44, 15, 26, 10, , 3
2019/12/7, 42, 18, 37, 8, 1, 2
2019/12/8, 40, 22, 41, 8, 2, 3
2019/12/9, 52, 27, 28, 15, 1, 3
2019/12/10, 59, 30, 11, 24, 1, 6
2019/12/11, 72, 30, 42, 20, , 5
2019/12/12, 79, 19, 27, 17, , 4
2019/12/13, 46, 26, 25, 14, , 4
2019/12/14, 61, 16, 25, 7, , 2
2019/12/15, 45, 14, 27, 7, , 3
2019/12/16, 39, 23, 32, 13, , 4
2019/12/17, 44, 20, 32, 11, , 3
2019/12/18, 39, 11, 16, 12, , 3
2019/12/19, 38, 10, 22, 9, , 3
2019/12/20, 27, 23, 27, 15, , 4
2019/12/21, 58, 15, 35, 9, , 3
2019/12/22, 29, 10, 26, 6, , 3
2019/12/23, 26, 13, 20, 10, , 3
2019/12/24, 29, 13, 33, 5, , 2
2019/12/25, 39, 19, 37, 5, , 2
2019/12/26, 51, 21, 54, 8, 1, 2
2019/12/27, 51, 22, 32, 7, , 2
2019/12/28, 60, 26, 43, 6, , 2
2019/12/29, 61, 25, 46, 5, , 2
2019/12/30, 64, , , , , 
2019/7/2, 68, 48, 23, 23, , 7
2019/7/3, 91, 46, 23, 22, , 6
2019/7/4, 69, 11, 9, 13, , 3
2019/7/5, 33, 6, 14, 11, , 2
2019/7/6, 18, 13, 16, 10, , 2
2019/7/7, 30, 16, 19, 9, , 3
2019/7/8, 42, 17, 16, 13, , 3
2019/7/9, 39, 27, 21, 12, , 5
2019/7/10, 65, 33, 15, 24, , 10
2019/7/11, 77, 42, 26, 32, 1, 10
2019/7/12, 83, 53, 27, 33, 1, 16
2019/7/13, 107, 62, 31, 36, 1, 20
2019/7/14, 120, 65, 34, 29, , 48
2019/7/15, 124, 41, 33, 16, 1, 4
2019/7/16, 87, 16, 17, 11, , 3
2019/7/17, 37, 20, 14, 13, , 2
2019/7/18, 43, 18, 16, 11, , 2
2019/7/19, 39, 27, 18, 18, 1, 4
2019/7/20, 61, 32, 21, 15, , 4
2019/7/21, 71, 29, 23, 13, , 5
2019/7/22, 66, 27, 16, 19, , 6
2019/7/23, 55, 36, 21, 23, , 8
2019/7/24, 75, 53, 29, 26, , 12
2019/7/25, 101, 39, 24, 22, 1, 6
2019/7/26, 83, 38, 23, 18, , 5
2019/7/27, 82, 37, 32, 14, , 4
2019/7/28, 75, 21, 28, 5, , 1
2019/7/29, 50, 31, 23, 10, , 2
2019/7/30, 65, 35, 22, 17, , 3
2019/7/31, 72, 35, 23, 27, 1, 6
2019/8/1, 67, 41, 23, 23, , 9
2019/8/2, 75, 42, 24, 20, , 7
2019/8/3, 87, 9, 21, 5, , 1
2019/8/4, 20, 14, 19, 5, , 1
2019/8/5, 24, 15, 14, 9, , 2
2019/8/6, 26, 27, 20, 10, , 2
2019/8/7, 42, 27, 15, 16, , 5
2019/8/8, 49, 32, 30, 21, , 5
2019/8/9, 63, 35, 32, 21, , 6
2019/8/10, 67, 35, 34, 22, , 
2019/8/11, 61, 31, 25, 10, 1, 8
2019/8/12, 69, 44, 29, 26, , 17
2019/8/13, 78, 35, 17, 16, , 7
2019/8/14, 68, 10, 20, 8, , 2
2019/8/15, 18, 19, 19, 9, , 2
2019/8/16, 30, 33, 32, 13, , 2
2019/8/17, 61, , , , , 
2019/8/20, 17, 9, 14, 9, , 2
2019/8/21, 20, 10, 16, 9, , 2
2019/8/22, 27, 11, 16, 8, , 2
2019/8/23, 29, 14, 15, 11, , 3
2019/8/24, 25, , , , , 
2019/8/26, 25, 22, 20, 10, 1, 2
2019/8/27, 39, 27, 26, 11, , 2
2019/8/28, 62, 24, 24, 10, , 2
2019/8/29, 53, 40, 30, 15, 1, 3
2019/8/30, 77, 47, 36, 30, 1, 6
2019/8/31, 88, 48, 36, 16, , 5
2019/9/1, 83, 18, 19, 11, , 4
2019/9/2, 49, 15, 11, 13, , 3
2019/9/3, 35, 27, 11, 19, , 1
2019/9/4, 65, 17, 4, 13, , 7
2019/9/5, 40, 7, 16, 6, , 1
2019/9/6, 17, 10, 12, 8, , 2
2019/9/7, 30, 25, 47, 7, , 2
2019/9/8, 47, 27, 53, 8, , 4
2019/9/9, 58, 32, 9, 11, , 3
2019/9/10, 64, 48, 3, 26, , 11
2019/9/11, 91, , , , , 
2019/9/12, 96, , , , , 
2019/9/13, 102, , , , , 
2019/9/14, 30, 11, , , , 
2019/9/15, 36, 32, 24, 4, , 3
2019/9/16, 78, 40, 35, 21, , 10
2019/9/17, 85, 53, 68, 24, , 7
2019/9/18, 111, 54, 45, 21, , 7
2019/9/19, 102, 37, 30, 10, , 3
2019/9/20, 75, 43, 30, 16, , 5
2019/9/21, 96, 4, 15, 6, , 2
2019/9/22, 24, 4, 19, 3, , 1
2019/9/23, 24, 16, 18, 7, , 1
2019/9/24, 34, 22, 21, 8, 1, 2
2019/9/25, 47, 21, 15, 11, , 3
2019/9/26, 50, 20, 18, 14, , 4
2019/9/27, 46, 13, 17, 10, , 2
2019/9/28, 28, 13, 17, 6, , 1
2019/9/29, 37, 15, 33, 6, 1, 1
2019/9/30, 39, 22, 28, 9, , 2
2019/10/1, 53, 30, 48, 13, 1, 3
2019/4/2, 44, 29, 30, 8, 2, 2
2019/4/3, 60, 42, 51, 20, 2, 4
2019/4/4, 80, 47, 57, 21, 1, 5
2019/4/5, 89, , 33, 19, , 5
2019/4/6, 82, , 34, 11, , 3
2019/4/7, 58, , 17, 10, , 3
2019/4/8, 47, , 11, 13, , 3
2019/4/9, 28, , 11, 8, , 2
2019/4/10, 38, 84, 13, 7, , 2
2019/4/11, 40, 35, 31, 11, , 2
2019/4/12, 53, 38, 34, 14, 1, 3
2019/4/13, 83, 46, 54, 12, , 3
2019/4/14, 84, 28, 13, 9, , 3
2019/4/15, 51, 25, 21, 10, , 3
2019/4/16, 79, 23, 18, 11, , 2
2019/4/17, 93, 16, 19, 11, , 2
2019/4/18, 38, 19, 23, 10, , 2
2019/4/19, 39, 25, 75, 14, 1, 3
2019/4/20, 53, 33, 38, 17, 1, 7
2019/4/21, 76, 36, 37, 18, , 7
2019/4/22, 98, 35, 42, 14, 2, 3
2019/4/23, 75, 28, 23, 10, , 2
2019/4/24, 58, 33, 24, 11, 1, 3
2019/4/25, 67, 34, 37, 11, , 3
2019/4/26, 74, 34, 36, 15, 1, 3
2019/4/27, 76, 32, 28, 17, , 5
2019/4/28, 71, 25, 28, 11, , 4
2019/4/29, 45, 11, 14, 9, , 2
2019/4/30, 28, 20, 27, 12, , 2
2019/5/1, 51, 26, 37, 12, , 3
2019/5/2, 60, 44, 27, 23, 1, 6
2019/5/3, 99, 40, 26, 20, 1, 6
2019/5/4, 89, 41, 37, 18, , 6
2019/5/5, 89, 37, 31, 13, 1, 4
2019/5/6, 88, 32, 27, 16, , 4
2019/5/7, 70, 13, 17, 8, , 2
2019/5/8, 41, 10, 11, 8, , 1
2019/5/9, 28, 17, 13, 9, , 2
2019/5/10, 40, 31, 22, 19, , 5
2019/5/11, 68, 24, 24, 16, , 5
2019/5/12, 61, 28, 28, 11, , 7
2019/5/13, 65, 20, 22, 12, , 3
2019/5/14, 59, 20, 21, 11, , 2
2019/5/15, 45, 10, 16, 8, , 2
2019/5/16, 30, 7, 12, 9, , 2
2019/5/17, 28, 12, 10, 10, , 2
2019/5/18, 31, 20, 9, 12, , 5
2019/5/19, 59, 13, 17, 8, , 3
2019/5/20, 41, 24, 15, 17, , 5
2019/5/21, 62, 34, 24, 25, , 6
2019/5/22, 78, 48, 30, 32, 1, 13
2019/5/23, 94, 49, 28, 28, 1, 8
2019/5/24, 110, 40, 15, 14, 1, 3
2019/5/25, 108, , , , , 
2019/5/28, 158, 42, 9, 21, 1, 
2019/5/29, 76, , , , 5, 
2019/5/31, 65, 35, 20, 17, 1, 6
2019/6/1, 69, 21, 8, 17, , 9
2019/6/2, 46, 16, 9, 12, , 4
2019/6/3, 42, 13, 5, , , 1
2019/6/4, 33, 10, 19, 9, , 2
2019/6/5, 19, 11, 17, 10, , 2
2019/6/6, 21, 20, 12, 12, , 4
2019/6/7, 37, 30, 19, 21, , 10
2019/6/8, 62, 48, 22, 26, 1, 23
2019/6/9, 102, 34, 27, 14, , 12
2019/6/10, 88, 27, 20, 19, , 5
2019/6/11, 63, 35, 18, 22, , 6
2019/6/12, 83, 39, 15, 25, , 11
2019/6/13, 85, 41, 15, 23, , 12
2019/6/14, 85, 32, 20, 22, , 6
2019/6/15, 66, 32, 26, 20, 1, 7
2019/6/16, 73, 33, 34, 15, 2, 5
2019/6/17, 78, 30, 23, 17, 1, 3
2019/6/18, 68, 38, 20, 21, 1, 5
2019/6/19, 81, 44, 17, 25, , 9
2019/6/20, 91, 41, 21, 18, , 14
2019/6/21, 87, 19, 16, 8, , 1
2019/6/22, 35, 27, 22, 12, 1, 3
2019/6/23, 63, 34, 26, 15, , 6
2019/6/24, 78, 35, 21, 22, , 8
2019/6/25, 65, 39, 19, 24, , 9
2019/6/26, 67, 44, 21, 19, , 8
2019/6/27, 78, 26, 13, 15, , 3
2019/6/28, 57, 36, 24, 17, , 4
2019/6/29, 77, 36, 21, 18, , 7
2019/6/30, 74, 35, 26, 16, , 7
2019/7/1, 72, 37, 21, 20, , 6
2019/1/2, 68, 20, 35, 9, , 2
2019/1/3, 49, 20, 34, 12, , 2
2019/1/4, 42, 11, 20, 13, , 2
2019/1/5, 33, 8, 19, 10, , 2
2019/1/6, 31, 10, 28, 9, , 2
2019/1/7, 38, 21, 30, 15, , 3
2019/1/8, 52, 23, 45, 23, , 4
2019/1/9, 65, 27, 54, 11, , 2
2019/1/10, 71, 29, 55, 13, , 2
2019/1/11, 60, 23, 67, 22, , 4
2019/1/12, 62, 26, 58, 11, , 2
2019/1/13, 71, 24, 47, 7, , 1
2019/1/14, 64, 30, 45, 14, , 3
2019/1/15, 69, 29, 44, 17, , 3
2019/1/16, 66, 24, 40, 16, , 2
2019/1/17, 56, 20, 16, 18, , 3
2019/1/18, 56, , , , , 
2019/1/22, 69, 27, 41, 14, , 3
2019/1/23, 62, 28, 37, 9, , 1
2019/1/24, 60, 23, 41, 12, , 2
2019/1/25, 54, 16, 19, 10, , 2
2019/1/26, 47, 14, 39, 15, , 3
2019/1/27, 42, 13, 25, 9, , 2
2019/1/28, 39, 24, 37, 15, , 3
2019/1/29, 60, 30, 66, 23, , 4
2019/1/30, 67, 34, 59, 27, , 5
2019/1/31, 77, 39, 85, 38, 2, 9
2019/2/1, 93, 32, 43, 21, 1, 4
2019/2/2, 74, 33, 79, 13, 1, 3
2019/2/3, 82, 15, 33, 3, , 1
2019/2/4, 44, 7, 19, 7, , 1
2019/2/5, 30, 11, 11, 8, , 1
2019/2/6, 32, 10, 8, 13, , 3
2019/2/7, 32, 14, 33, 12, , 2
2019/2/8, 47, 24, 56, 16, , 3
2019/2/9, 64, 20, 62, 11, 1, 2
2019/2/10, 54, 18, 45, 8, , 2
2019/2/11, 48, 23, 18, 14, , 3
2019/2/12, 63, , , , , 
2019/2/14, 73, 16, 11, 8, , 1
2019/2/15, 46, 34, 8, 17, , 3
2019/2/16, 80, 13, 3, 16, , 2
2019/2/17, 46, 55, 19, 4, , 
2019/2/18, 148, , , , , 
2019/3/14, 52, 15, 24, , 1, 4
2019/3/15, 44, 15, 16, , , 3
2019/3/16, 41, 14, 19, , 1, 2
2019/3/17, 42, 12, 19, , , 3
2019/3/18, 50, 17, 28, , , 5
2019/3/19, 46, 16, 23, 5, , 4
2019/3/20, 43, 23, 22, 8, , 2
2019/3/21, 36, 14, 14, 9, , 2
2019/3/22, 23, 21, 11, 9, , 1
2019/3/23, 29, 27, 47, 9, 1, 1
2019/3/24, 62, 32, 41, 10, 1, 2
2019/3/25, 69, 39, 49, 16, 1, 3
2019/3/26, 74, 36, 33, 15, 1, 3
2019/3/27, 69, 30, 37, 7, 1, 1
2019/3/28, 52, 20, 11, , , 2
2019/3/29, 40, 22, 14, 7, 1, 1
2019/3/30, 32, 26, 28, 7, 1, 1
2019/3/31, 41, 27, 17, 6, , 1
2019/4/1, 51, 29, 30, 7, , 1
2018/10/2, 61, 31, 45, 22, , 4
2018/10/3, 74, 26, 43, 16, , 3
2018/10/4, 62, 9, 19, 9, , 2
2018/10/5, 34, 8, 16, 9, , 1
2018/10/6, 31, 11, 17, 8, , 1
2018/10/7, 30, 14, 11, 11, , 3
2018/10/8, 44, 21, 7, 20, , 5
2018/10/9, 54, 35, 34, 11, , 
2018/10/10, 142, 17, 28, 11, , 6
2018/10/11, 63, 7, 15, 11, 1, 3
2018/10/12, 27, 14, 22, 8, , 1
2018/10/13, 48, 23, 34, 13, , 4
2018/10/14, 60, 7, 17, 5, , 2
2018/10/15, 32, 14, 9, 12, , 3
2018/10/16, 43, , , , , 
2018/10/18, 55, 18, 41, 19, , 5
2018/10/19, 44, 9, 20, 11, , 2
2018/10/20, 33, 15, 24, 5, , 1
2018/10/21, 35, 13, 19, 6, , 1
2018/10/22, 28, 21, 34, 11, 1, 2
2018/10/23, 53, 31, 38, 14, , 2
2018/10/24, 74, 11, 20, 13, , 2
2018/10/25, 43, 20, 13, 17, , 4
2018/10/26, 58, 28, 20, 17, , 3
2018/10/27, 74, 11, 19, 10, , 3
2018/10/28, 36, 9, 20, 3, , 1
2018/10/29, 23, 15, 14, 9, , 1
2018/10/30, 39, 25, 42, 14, 3, 2
2018/10/31, 58, 25, 34, 15, , 3
2018/11/1, 62, 21, 28, 20, 1, 4
2018/11/2, 51, 19, 34, 7, , 1
2018/11/3, 58, 18, 37, 7, , 1
2018/11/4, 48, 7, 20, 5, , 1
2018/11/5, 33, 15, 15, 8, , 1
2018/11/6, 34, 18, 14, 9, , 1
2018/11/7, 44, 11, 15, 9, , 2
2018/11/8, 39, 7, 13, 9, , 1
2018/11/9, 26, 12, 16, 10, , 2
2018/11/10, 34, 18, 22, 12, 1, 2
2018/11/11, 52, 23, 45, 10, , 4
2018/11/12, 68, 25, 37, 13, , 2
2018/11/13, 65, 28, 32, 18, , 3
2018/11/14, 66, 26, 33, 17, , 3
2018/11/15, 55, 21, 26, 13, , 3
2018/11/16, 51, 16, 22, 6, , 1
2018/11/17, 46, 22, 27, 8, 1, 1
2018/11/18, 55, 20, 23, 6, , 2
2018/11/19, 47, 3, 18, 6, , 1
2018/11/20, 20, 11, 13, 6, 1, 16
2018/11/21, 29, 16, 11, 10, , 14
2018/11/22, 49, 14, 8, 12, , 
2018/11/23, 45, , , , , 10
2018/11/27, 23, , , , , 1
2018/11/30, 54, 27, 3, 23, , 3
2018/12/1, 63, 12, 25, 14, , 
2018/12/2, 37, 11, 25, 7, , 
2018/12/3, 39, 12, 14, 7, , 1
2018/12/4, 33, 23, 39, 15, 1, 2
2018/12/5, 52, 30, 32, 22, 1, 4
2018/12/6, 67, 24, 30, 12, 2, 1
2018/12/7, 58, 16, 19, 8, 1, 1
2018/12/8, 39, 8, 14, 4, , 1
2018/12/9, 24, 14, 28, 6, 2, 1
2018/12/10, 37, 24, 48, 14, 1, 2
2018/12/11, 50, 34, 48, 18, 1, 2
2018/12/12, 60, 36, 61, 16, 1, 2
2018/12/13, 64, 29, 50, 27, , 4
2018/12/14, 66, 36, 50, 26, 1, 5
2018/12/15, 79, 29, 51, 19, , 4
2018/12/16, 67, 38, 72, 11, 1, 3
2018/12/17, 98, 34, 53, 16, , 3
2018/12/18, 80, 24, 52, 16, , 3
2018/12/19, 53, 26, 47, 14, , 3
2018/12/20, 64, 36, 51, 17, , 3
2018/12/21, 72, 23, 50, 18, , 3
2018/12/22, 56, 18, 43, 17, , 3
2018/12/23, 45, 13, 38, 9, , 2
2018/12/24, 48, 13, 24, 7, , 1
2018/12/25, 46, 13, 18, 3, , 1
2018/12/26, 40, 12, 31, 6, , 1
2018/12/27, 38, 16, 36, 8, 1, 1
2018/12/28, 46, 18, 37, 12, 1, 2
2018/12/29, 46, 24, 79, 15, , 3
2018/12/30, 67, 18, 46, 7, , 1
2018/12/31, 56, , , , , 
2018/7/2, 113, 49, 31, 29, 1, 12
2018/7/3, 99, 61, 15, 34, 2, 23
2018/7/4, 106, 24, 15, 15, 1, 4
2018/7/5, 55, 47, 27, 27, , 9
2018/7/6, 101, 64, 32, 31, , 11
2018/7/7, 127, 46, 34, 22, , 8
2018/7/8, 100, 62, 40, 24, 1, 20
2018/7/9, 121, 31, 35, 12, 1, 6
2018/7/10, 72, 9, 17, 8, , 1
2018/7/11, 23, 13, 17, 11, , 2
2018/7/12, 26, 28, 22, 15, 1, 2
2018/7/13, 55, 40, 22, 28, 1, 5
2018/7/14, 83, 52, 36, 34, 1, 13
2018/7/15, 115, 49, 38, 25, , 15
2018/7/16, 111, 72, 31, 35, 1, 22
2018/7/17, 124, 51, 30, 30, 1, 6
2018/7/18, 106, 53, 26, 28, 1, 7
2018/7/19, 112, 44, 33, 26, , 5
2018/7/20, 86, 53, 30, 33, 1, 7
2018/7/21, 91, 40, 26, 24, , 8
2018/7/22, 80, 11, 15, 6, , 1
2018/7/23, 36, 40, 30, 21, 1, 7
2018/7/24, 84, 35, 20, 17, , 7
2018/7/25, 81, 24, 16, 12, , 2
2018/7/26, 58, 34, 23, 17, , 3
2018/7/27, 74, 40, 27, 25, , 5
2018/7/28, 81, 44, 40, 26, , 7
2018/7/29, 92, 48, 28, 23, , 6
2018/7/30, 89, 42, 20, 20, , 6
2018/7/31, 90, 12, 13, 13, , 3
2018/8/1, 40, 7, 17, 11, , 2
2018/8/2, 22, 12, 10, 14, , 2
2018/8/3, 38, 18, 6, 19, , 6
2018/8/4, 47, 15, 17, 18, , 5
2018/8/5, 46, 13, 14, 12, 1, 3
2018/8/6, 41, 20, 6, 21, , 4
2018/8/7, 57, 16, 12, 14, , 2
2018/8/8, 50, 28, 21, 19, , 6
2018/8/9, 66, 17, 19, 15, , 3
2018/8/10, 42, 19, 22, 16, , 2
2018/8/11, 33, 15, 26, 13, , 2
2018/8/12, 35, 15, 25, 8, , 1
2018/8/13, 42, 18, 20, 13, , 2
2018/8/14, 48, 32, 28, 19, 1, 4
2018/8/15, 65, 26, 19, 16, , 4
2018/8/16, 66, 13, 20, 12, , 2
2018/8/17, 33, 8, 20, 11, , 2
2018/8/18, 26, 13, 19, 11, , 2
2018/8/19, 42, 26, 32, 12, , 3
2018/8/20, 69, 30, 39, 22, , 5
2018/8/21, 66, 34, 27, 19, 1, 4
2018/8/22, 78, 38, 27, 23, 1, 4
2018/8/23, 80, 54, 42, 33, 1, 7
2018/8/24, 109, 47, 34, 24, , 5
2018/8/25, 83, 16, 20, 12, , 3
2018/8/26, 42, 7, 21, 5, , 1
2018/8/27, 29, 9, 18, 11, , 2
2018/8/28, 32, 21, 20, 14, , 2
2018/8/29, 53, 29, 23, 17, , 3
2018/8/30, 69, 27, 28, 20, , 5
2018/8/31, 54, 41, 34, 28, , 9
2018/9/1, 76, 41, 36, 21, 1, 6
2018/9/2, 91, 31, 36, 12, 1, 3
2018/9/3, 74, 24, 22, 14, , 3
2018/9/4, 54, 9, 19, 9, , 1
2018/9/5, 22, 13, 19, 9, , 2
2018/9/6, 27, 20, 19, 12, 1, 2
2018/9/7, 40, 23, 42, 11, 3, 2
2018/9/8, 57, 37, 35, 14, 3, 2
2018/9/9, 90, 32, 40, 8, 2, 1
2018/9/10, 78, 26, 28, 10, , 1
2018/9/11, 57, 24, 24, 10, 1, 1
2018/9/12, 53, 19, 20, 8, , 1
2018/9/13, 41, 26, 26, 10, 1, 2
2018/9/14, 58, 26, 12, 21, , 7
2018/9/15, 69, 18, 22, 12, , 3
2018/9/16, 53, 6, 23, 5, , 1
2018/9/17, 23, 15, 13, 18, , 4
2018/9/18, 40, 18, 18, 18, , 4
2018/9/19, 47, 24, 32, 21, 1, 4
2018/9/20, 56, 23, 13, 25, , 5
2018/9/21, 51, 22, 29, 19, 1, 4
2018/9/22, 58, 27, 39, 14, 2, 3
2018/9/23, 69, 23, 48, 12, 1, 3
2018/9/24, 62, 43, 48, 24, 2, 6
2018/9/25, 103, 29, 31, 11, , 2
2018/9/26, 77, 33, 33, 17, , 3
2018/9/27, 78, 31, 24, 26, 1, 5
2018/9/28, 74, 20, 18, 14, , 3
2018/9/29, 62, 15, 27, 8, , 2
2018/9/30, 47, 19, 36, 10, , 3
2018/10/1, 58, 26, 23, 24, , 7
2018/4/2, 35, 15, 24, 12, , 3
2018/4/3, 32, 15, 16, 13, , 3
2018/4/4, 31, 16, 31, 13, , 2
2018/4/5, 41, 24, 34, 15, 1, 2
2018/4/6, 58, 22, 28, 13, , 2
2018/4/7, 51, 20, 31, 10, , 2
2018/4/8, 48, 18, 31, 8, , 1
2018/4/9, 48, 19, 34, 10, , 2
2018/4/10, 45, 24, 34, 11, 1, 2
2018/4/11, 52, 26, 26, 12, 1, 2
2018/4/12, 56, 33, 32, 18, , 3
2018/4/13, 66, 41, 67, 22, 1, 5
2018/4/14, 81, 19, 29, 7, , 1
2018/4/15, 43, 7, 15, 5, , 1
2018/4/16, 19, 11, 13, 8, , 1
2018/4/17, 21, 16, 14, 10, , 1
2018/4/18, 28, 21, 21, 15, 1, 2
2018/4/19, 44, 32, 34, 21, 1, 4
2018/4/20, 67, 43, 25, 30, 1, 9
2018/4/21, 92, 38, 41, 16, 2, 5
2018/4/22, 86, 31, 31, 8, 1, 2
2018/4/23, 75, 36, 36, 15, 2, 3
2018/4/24, 76, 37, 25, 15, 1, 2
2018/4/25, 71, 39, 28, 15, 1, 3
2018/4/26, 73, 36, 29, 16, 1, 3
2018/4/27, 79, 43, 29, 15, 1, 3
2018/4/28, 73, 34, 45, 14, 1, 2
2018/4/29, 76, 27, 48, 9, , 2
2018/4/30, 66, 34, 34, 22, , 
2018/5/1, 66, 38, 30, 19, , 
2018/5/2, 91, 29, 23, 14, , 
2018/5/3, 61, 30, 31, 17, , 2
2018/5/4, 63, 40, 32, 22, , 3
2018/5/5, 75, , , , , 
2018/5/8, 45, 13, 14, 9, , 1
2018/5/9, 27, 18, 19, 12, , 1
2018/5/10, 30, 32, 23, 20, , 4
2018/5/11, 56, 46, 21, 24, , 5
2018/5/12, 68, 28, 18, 14, , 3
2018/5/13, 44, 18, 22, 7, 1, 1
2018/5/14, 42, 24, 17, 11, , 2
2018/5/15, 46, 32, 6, 19, , 6
2018/5/16, 61, 38, 21, 17, 1, 9
2018/5/17, 75, 21, 17, 11, , 1
2018/5/18, 43, 31, 17, 17, , 5
2018/5/19, 59, 29, 12, 17, , 4
2018/5/20, 53, 20, 20, 5, , 1
2018/5/21, 43, 54, 14, 22, , 4
2018/5/22, 111, 47, 29, 26, 2, 7
2018/5/23, 107, 39, 37, 20, 1, 5
2018/5/24, 83, 29, 27, 12, 1, 2
2018/5/25, 55, 26, 20, 11, , 2
2018/5/26, 53, 24, 25, 9, , 2
2018/5/27, 64, 24, 27, 7, , 1
2018/5/28, 64, 25, 22, 10, , 2
2018/5/29, 58, 23, 24, 11, , 2
2018/5/30, 57, 25, 24, 15, 1, 3
2018/5/31, 56, 38, 27, 17, , 6
2018/6/1, 89, 40, 25, 24, 1, 8
2018/6/2, 83, 49, 24, 26, 1, 9
2018/6/3, 100, 16, 18, 7, , 3
2018/6/4, 41, 13, 17, 11, , 2
2018/6/5, 33, 29, 8, 15, , 4
2018/6/6, 57, 28, 4, 17, , 5
2018/6/7, 69, 30, 10, 19, , 5
2018/6/8, 64, 25, 10, 14, , 3
2018/6/9, 52, 26, 9, 15, , 5
2018/6/10, 63, 28, 12, 14, , 6
2018/6/11, 67, 35, 16, 21, , 8
2018/6/12, 67, 44, 17, 24, , 7
2018/6/13, 75, 27, 9, 19, , 5
2018/6/14, 59, 6, 13, 10, , 1
2018/6/15, 26, 9, 13, 13, , 2
2018/6/16, 24, 4, 15, 7, , 1
2018/6/17, 13, 10, 14, 7, 1, 1
2018/6/18, 31, 16, 10, 12, , 2
2018/6/19, 43, 27, 14, 14, 1, 1
2018/6/23, 107, 46, 21, 26, , 8
2018/6/24, 95, 46, 28, 18, , 6
2018/6/25, 103, 46, 20, 25, , 8
2018/6/26, 92, 58, 15, 32, 1, 14
2018/6/27, 103, 55, 26, 24, 2, 9
2018/6/28, 107, 51, 18, 26, , 7
2018/6/29, 102, 43, 24, 29, , 7
2018/6/30, 84, 47, 33, 25, , 8
2018/7/1, 91, 49, 52, 20, 1, 5
2018/3/2, 79, 37, 60, 19, 4, 3
2018/3/3, 72, 38, 41, 21, , 4
2018/3/4, 36, 15, 31, 13, , 3
2018/3/5, 56, 19, 49, 9, , 2
2018/3/6, 58, 23, 30, 16, , 4
2018/3/7, 79, 32, 50, 21, , 4
2018/3/8, 48, 19, 28, 12, , 2
2018/3/9, 23, 16, 15, 8, , 1
2018/3/10, 39, 21, 26, 9, , 2
2018/3/11, 59, 24, 30, 12, , 2
2018/3/12, 61, 23, 53, 11, , 3
2018/3/13, 76, 35, 31, 18, , 5
2018/3/14, 46, 19, 24, 12, , 2
2018/3/15, 55, 28, 40, 15, , 3
2018/3/16, 41, 16, 33, 19, , 4
2018/3/17, 47, 26, 32, 16, , 3
