date, pm25, pm10, o3, no2, so2, co
2018/3/18, 56, 28, 31, 9, , 2
2018/3/19, 63, 27, 45, 10, , 2
2018/3/20, 71, 35, 26, 24, , 7
2018/3/21, 63, 29, 55, 19, , 5
2018/3/22, 29, 13, 22, 13, , 3
2018/3/23, 30, 13, 18, 9, , 1
2018/3/24, 52, 22, 43, 12, , 2
2018/3/25, 54, 24, 26, 13, , 2
2018/3/26, 38, 18, 31, 10, , 2
2018/3/27, 51, 19, 14, 14, , 2
2018/3/28, 45, 19, 25, 15, , 3
2018/3/29, 51, 26, 34, 22, , 5
2018/3/30, 66, 29, 25, 17, , 4
2018/3/31, 54, 23, 37, 13, , 3
2018/4/1, 55, 22, 30, 13, , 2
2021/3/1, , 21, 28, 8, , 1
2020/7/19, , 30, 31, 10, , 3
2020/8/5, , 31, 28, 11, 1, 2
2020/4/1, , 17, 23, 6, , 1
2020/1/1, , 31, 32, 7, 1, 3
2020/2/18, , 23, 36, 17, , 4
2019/10/12, , 30, 55, 14, 1, 5
2019/8/19, , 31, 14, 9, , 1
2019/8/25, , 14, 22, 4, , 1
2019/5/27, , 77, 16, 30, , 
2019/5/30, , 32, 6, 22, 3, 9
2019/1/1, , 25, 36, 4, , 2
2019/1/21, , 26, 33, 10, , 4
2019/2/13, , 20, 10, 8, , 3
2019/3/13, , 20, 17, , 1, 4
2018/10/17, , 24, 29, 18, , 5
2018/11/26, , 8, 15, 7, , 1
2018/11/29, , 21, 32, 19, , 4
2018/5/7, , 19, 25, 10, , 1
2018/6/20, , 36, 19, 20, , 6
2018/6/21, , 44, 19, 25, , 10
2018/6/22, , 55, 16, 31, 1, 15
2018/1/2, , 20, 16, 6, , 2
2018/1/3, , 11, 21, 8, , 2
2018/1/4, , 10, 17, 7, , 2
2018/1/5, , 18, 26, 8, , 1
2018/1/6, , 23, 40, 10, 2, 2
2018/1/7, , 18, 31, 13, , 3
2018/1/8, , 10, 22, 7, , 1
2018/1/9, , 15, 18, 14, , 3
2018/1/10, , 19, 20, 15, , 3
2018/1/11, , 25, 33, 12, , 2
2018/1/12, , 23, 30, 13, , 2
2018/1/13, , 20, 24, 19, , 3
2018/1/14, , 13, 24, 14, , 3
2018/1/15, , 12, 27, 10, , 2
2018/1/16, , 15, 34, 12, , 2
2018/1/17, , 23, 34, 14, , 5
2018/1/18, , 27, 41, 20, , 5
2018/1/19, , 30, 37, 18, , 4
2018/1/20, , 22, 28, 17, , 3
2018/1/21, , 21, 37, 13, , 2
2018/1/22, , 24, 39, 12, , 4
2018/1/23, , 23, 50, 17, 1, 3
2018/1/24, , 25, 40, 21, , 4
2018/1/25, , 21, 57, 22, , 4
2018/1/26, , 21, 34, 9, , 2
2018/1/27, , 36, 18, 8, , 1
2018/1/28, , 64, 16, 5, , 1
2018/2/16, , 21, 13, 7, , 1
2018/2/17, , 16, 15, 6, , 1
2018/2/18, , 48, 19, 7, , 1
2018/2/19, , 12, 19, 10, , 2
2018/2/20, , 19, 28, 16, 5, 3
2018/2/21, , 19, 17, 14, 13, 3
2018/2/22, , 16, 24, 10, 7, 2
2018/2/23, , 30, 35, 14, , 3
2018/2/24, , 17, 26, 7, 10, 1
2018/2/25, , 17, 29, 7, , 1
2018/2/26, , 14, 29, 7, , 1
2018/2/27, , 23, 25, 17, , 3
2018/2/28, , 20, 22, 15, , 3
2018/3/1, , 34, 52, 16, , 3
2017/10/2, , 17, 13, 27, 1, 5
2017/10/3, , 20, 21, 16, , 2
2017/10/4, , 18, 30, 14, , 2
2017/10/5, , 26, , , , 
2017/10/10, , 42, 64, 25, 1, 5
2017/10/11, , 40, 71, 29, 1, 4
2017/10/12, , 41, 57, 12, 1, 2
2017/10/13, , 33, 55, 17, 1, 3
2017/10/14, , 33, 55, 11, 1, 2
2017/10/15, , 20, 20, 4, , 1
2017/10/16, , 6, 16, 5, 1, 1
2017/10/17, , 12, 32, 13, , 2
2017/10/18, , 33, 45, 16, , 3
2017/10/19, , 33, 46, 19, 1, 4
2017/10/20, , 44, 37, 12, , 2
2017/10/21, , 28, 32, 24, , 5
2017/10/22, , 31, 22, 18, , 5
2017/10/23, , 26, 15, 9, , 1
2017/10/24, , 11, 12, 10, , 1
2017/10/25, , 22, 35, 14, , 2
2017/10/26, , 27, 28, 22, , 5
2017/10/27, , 21, 20, 27, , 6
2017/10/28, , 27, 35, 11, , 3
2017/10/29, , 14, 30, 14, 1, 3
2017/10/30, , 25, 19, 20, , 4
2017/10/31, , 27, 20, 11, , 2
2017/11/1, , 16, 19, 9, , 1
2017/11/2, , 21, 14, 7, , 1
2017/11/3, , 25, , , , 
2017/11/5, , 21, 20, 8, , 2
2017/11/6, , 9, 17, 9, , 1
2017/11/7, , 17, 20, 9, , 1
2017/11/8, , 16, 27, 11, 1, 2
2017/11/9, , 27, 26, 16, , 3
2017/11/10, , 30, 24, 21, , 5
2017/11/11, , 33, 21, 11, , 2
2017/11/12, , 11, 40, 15, , 5
2017/11/13, , 22, 34, 12, 1, 2
2017/11/14, , 27, 30, 14, 1, 2
2017/11/15, , 28, 53, 13, 1, 3
2017/11/16, , 35, 43, 21, , 4
2017/11/17, , 35, 24, 26, , 5
2017/11/18, , 24, 34, 13, , 2
2017/11/19, , 16, 25, 7, , 2
2017/11/20, , 7, 21, 6, , 1
2017/11/21, , 8, 22, 20, , 4
2017/11/22, , 21, , 29, , 7
2017/11/23, , 18, 15, 9, , 1
2017/11/24, , 14, 45, 17, 2, 3
2017/11/25, , 27, 40, 19, 1, 5
2017/11/26, , 38, 29, 9, , 3
2017/11/27, , 18, 21, 14, , 3
2017/11/28, , 12, 21, 8, , 1
2017/11/29, , 12, 26, 9, , 1
2017/11/30, , 19, 26, 11, 1, 2
2017/12/1, , 24, 23, 10, 1, 2
2017/12/2, , 17, 21, 6, , 1
2017/12/5, , 25, 24, 10, , 1
2017/12/6, , 24, 23, 8, , 1
2017/12/7, , 21, 18, 17, , 3
2017/12/8, , 24, 22, 16, , 3
2017/12/9, , 22, 25, 7, 1, 1
2017/12/10, , 15, 59, 13, 2, 2
2017/12/11, , 30, 57, 18, , 4
2017/12/12, , 30, 15, 7, , 1
2017/12/13, , 12, 25, 9, , 1
2017/12/14, , 19, 65, 17, 2, 3
2017/12/15, , 35, 41, 23, 1, 5
2017/12/16, , 41, 96, 23, 2, 6
2017/12/17, , 43, 39, 14, 1, 3
2017/12/18, , 23, 22, 13, , 3
2017/12/19, , 18, 29, 10, , 2
2017/12/20, , 25, 36, 16, , 3
2017/12/21, , 24, 12, 25, , 5
2017/12/22, , 21, 15, 19, , 4
2017/12/23, , 16, 31, 13, , 3
2017/12/24, , 15, 26, 8, , 3
2017/12/25, , 12, 20, 8, , 3
2017/12/26, , 16, 31, 9, , 2
2017/12/27, , 12, 24, 10, , 2
2017/12/28, , 13, 19, 11, , 2
2017/12/29, , 18, 15, 17, , 3
2017/12/30, , 15, 22, 9, , 2
2017/12/31, , 10, 14, 6, , 2
2018/1/1, , 9, , , , 
2017/7/2, , 50, , , , 
2017/7/13, , 67, 20, , 5, 2
2017/7/14, , 37, 20, , 2, 5
2017/7/15, , 41, 17, , 4, 5
2017/7/16, , 30, 22, , 4, 4
2017/7/17, , 26, 20, 20, 2, 5
2017/7/18, , 38, 17, 8, , 2
2017/7/19, , 5, 18, 13, , 2
2017/7/20, , 13, 14, 16, 1, 3
2017/7/21, , 24, 25, 27, 2, 11
2017/7/22, , 43, 34, 19, 1, 15
2017/7/23, , 40, 33, 13, 1, 3
2017/7/24, , 34, 23, 24, 1, 5
2017/7/25, , 36, 30, 28, 2, 6
2017/7/26, , 41, 27, 25, 3, 5
2017/7/27, , 35, 25, 21, 2, 4
2017/7/28, , 33, 24, 19, 2, 3
2017/7/29, , 32, 25, 18, 3, 3
2017/7/30, , 32, 26, 13, 2, 3
2017/7/31, , 25, 19, 27, 1, 6
2017/8/1, , 33, 17, 28, 2, 7
2017/8/2, , 42, 18, 32, 3, 8
2017/8/3, , 57, 18, 23, 2, 5
2017/8/4, , 42, 18, 13, , 2
2017/8/5, , 8, 21, 9, 1, 1
2017/8/6, , 10, 24, 8, , 2
2017/8/7, , 13, 23, 26, 3, 6
2017/8/8, , 38, 25, 34, 4, 14
2017/8/9, , 55, 36, 30, 2, 10
2017/8/10, , 55, 17, 16, 3, 2
2017/8/11, , 18, 22, 12, 1, 2
2017/8/12, , 18, 34, 14, 1, 3
2017/8/13, , 32, 31, 18, 4, 5
2017/8/14, , 44, 19, 18, 2, 4
2017/8/15, , 43, 17, 19, , 5
2017/8/16, , 25, 8, 21, , 5
2017/8/17, , 25, 12, 18, , 3
2017/8/18, , 12, 8, 21, 1, 5
2017/8/19, , 29, 2, 21, 1, 8
2017/8/20, , 25, 15, 14, 2, 4
2017/8/21, , 16, 21, 10, , 2
2017/8/22, , 7, 19, 11, , 2
2017/8/23, , 16, 14, 17, 2, 3
2017/8/24, , 31, 25, 15, 1, 3
2017/8/25, , 31, 21, 18, 2, 3
2017/8/26, , 31, 42, 21, 2, 5
2017/8/27, , 39, 53, 18, 2, 5
2017/8/28, , 40, 44, 22, 2, 5
2017/8/29, , 51, 39, 30, 2, 6
2017/8/30, , 54, 52, 40, 2, 14
2017/8/31, , 66, 25, 13, , 3
2017/9/1, , 31, 18, 10, , 2
2017/9/2, , 20, 33, 11, 2, 2
2017/9/3, , 27, 48, 15, 2, 3
2017/9/4, , 34, 28, 25, 3, 5
2017/9/5, , 39, 51, 29, 1, 7
2017/9/6, , 50, , , , 
2017/9/11, , 73, 44, 22, 1, 4
2017/9/12, , 53, 45, 20, 2, 4
2017/9/13, , 45, 40, 26, 2, 5
2017/9/14, , 51, 37, 36, 4, 9
2017/9/15, , 56, 45, 30, 3, 9
2017/9/16, , 57, 67, 14, 2, 2
2017/9/17, , 45, 62, 17, 2, 4
2017/9/18, , 44, 49, 12, 1, 2
2017/9/19, , 39, 44, 17, 2, 3
2017/9/20, , 46, 42, 18, 1, 3
2017/9/21, , 49, 51, 24, 2, 4
2017/9/22, , 51, 45, 31, 2, 6
2017/9/23, , 52, 55, 24, 3, 7
2017/9/24, , 55, 36, 5, , 1
2017/9/25, , 28, 34, 12, 2, 2
2017/9/26, , 42, 41, 19, 4, 2
2017/9/27, , 43, 54, 28, 3, 5
2017/9/28, , 57, 30, 32, 1, 6
2017/9/29, , 56, 23, 12, , 2
2017/9/30, , 30, 27, 17, 2, 4
2017/10/1, , 17, 38, 14, , 6
2017/4/2, , 12, 21, 6, 2, 1
2017/4/3, , 14, 25, 12, 5, 1
2017/4/4, , 21, 33, 16, 2, 2
2017/4/5, , 28, 28, 24, 1, 3
2017/4/6, , 38, 8, 23, 1, 3
2017/4/7, , 34, 9, 15, , 2
2017/4/8, , 9, 22, 10, , 1
2017/4/9, , 17, 24, 6, , 1
2017/4/10, , 16, 29, 15, 2, 2
2017/4/11, , 31, 26, 18, 2, 3
2017/4/12, , 26, 14, 9, , 1
2017/4/13, , 11, 12, 8, , 1
2017/4/14, , 13, 26, 9, 1, 1
2017/4/15, , 22, 42, 12, 1, 1
2017/4/16, , 25, 35, 12, 1, 2
2017/4/17, , 26, 15, 10, , 1
2017/4/18, , 12, 14, 9, , 1
2017/4/19, , 15, 15, 11, , 2
2017/4/20, , 16, 26, 19, 2, 3
2017/4/21, , 31, 17, 13, 3, 1
2017/4/22, , 26, 15, 8, , 1
2017/4/23, , 11, 18, 5, , 1
2017/4/24, , 14, 21, 13, 2, 2
2017/4/25, , 23, 18, 16, 7, 3
2017/4/26, , 25, 5, 20, 5, 4
2017/4/27, , 27, 9, 12, , 1
2017/4/28, , 12, 16, 8, , 1
2017/4/29, , 15, 13, 8, , 1
2017/4/30, , 13, 17, 7, 1, 1
2017/5/1, , 12, 22, 8, 2, 1
2017/5/2, , 16, 14, 15, 2, 2
2017/5/3, , 26, 24, 19, 2, 2
2017/5/4, , 35, 15, 24, 2, 2
2017/5/5, , 37, 5, 23, 3, 4
2017/5/6, , 25, 16, 18, 1, 3
2017/5/7, , 18, 17, 6, , 1
2017/5/8, , 12, 17, 15, 2, 2
2017/5/9, , 25, 24, 24, 1, 3
2017/5/10, , 35, 16, 11, , 1
2017/5/11, , 16, 15, 9, , 1
2017/5/12, , 17, 19, 14, 2, 2
2017/5/13, , 22, 27, 21, 4, 3
2017/5/14, , 32, 18, 13, 1, 4
2017/5/15, , 28, 17, 10, , 1
2017/5/16, , 13, 17, 11, 1, 1
2017/5/17, , 18, 10, 12, 1, 1
2017/5/18, , 21, 10, 12, , 2
2017/5/19, , 21, 9, 14, , 5
2017/5/20, , 14, 15, 15, 1, 2
2017/5/21, , 25, 4, 12, 2, 3
2017/5/22, , 18, 11, 13, , 2
2017/5/23, , 11, 19, 11, 1, 1
2017/5/24, , 17, 10, 19, 3, 5
2017/5/25, , 34, 19, 25, 4, 4
2017/5/26, , 39, 25, 28, 3, 4
2017/5/27, , 39, 33, 18, 2, 6
2017/5/28, , 39, 20, 13, 2, 2
2017/5/29, , 34, 19, 24, 3, 4
2017/5/30, , 33, 13, 17, 1, 12
2017/5/31, , 21, 20, 18, 2, 5
2017/6/1, , 30, 6, 18, 2, 4
2017/6/2, , 33, 14, 14, 1, 2
2017/6/3, , 17, 23, 14, 2, 2
2017/6/4, , 28, 22, 17, 4, 3
2017/6/5, , 34, 1, 24, 3, 5
2017/6/6, , 30, 1, 23, 5, 5
2017/6/7, , 29, 15, 27, 2, 5
2017/6/8, , 33, 16, 23, 1, 6
2017/6/9, , 34, 9, 19, , 1
2017/6/10, , 23, 16, 16, , 2
2017/6/11, , 13, 31, 23, 2, 17
2017/6/12, , 40, 10, 30, 3, 5
2017/6/13, , 42, , 30, 2, 7
2017/6/14, , 43, 13, 21, 2, 3
2017/6/15, , 26, 18, 11, , 1
2017/6/16, , 19, 16, 19, 2, 4
2017/6/17, , 31, 19, 22, 1, 14
2017/6/18, , 42, 23, 19, 1, 7
2017/6/19, , 35, 22, 26, 2, 13
2017/6/20, , 48, 12, 11, , 2
2017/6/21, , 6, 12, 11, , 1
2017/6/22, , 7, , , , 
2017/6/30, , 45, , , , 
2017/1/3, , 19, 41, 14, 3, 1
2017/1/4, , 25, 35, 18, 3, 1
2017/1/5, , 23, 37, 17, , 2
2017/1/6, , 22, 25, 15, , 1
2017/1/7, , 19, 48, 9, 1, 1
2017/1/8, , 16, 41, 7, 2, 2
2017/1/9, , 22, 37, 16, 3, 2
2017/1/10, , 21, 38, 13, 1, 2
2017/1/11, , 19, 35, 17, 1, 2
2017/1/12, , 22, 21, 10, , 1
2017/1/13, , 15, 25, 8, 1, 1
2017/1/14, , 16, 66, 11, 2, 1
2017/1/15, , 17, 39, 9, 1, 1
2017/1/16, , 22, 15, 17, 2, 3
2017/1/17, , 18, 14, 20, 1, 1
2017/1/18, , 16, 9, 23, , 6
2017/1/19, , 24, 14, 19, , 2
2017/1/20, , 16, 15, 28, , 3
2017/1/21, , 23, 15, 19, 1, 3
2017/1/22, , 18, 21, 15, 1, 2
2017/1/23, , 11, 13, 21, 7, 4
2017/1/24, , 26, 30, 18, 4, 2
2017/1/25, , 23, 24, 15, 1, 2
2017/1/26, , 17, 9, 20, , 3
2017/1/27, , 18, 10, 20, 1, 3
2017/1/28, , 23, 32, 9, 1, 1
2017/1/29, , 19, 38, 7, 1, 1
2017/1/30, , 25, 24, 11, 1, 2
2017/1/31, , 26, 20, 11, 1, 1
2017/2/1, , 23, 18, 23, 2, 3
2017/2/2, , 26, 20, 20, 3, 3
2017/2/3, , 23, 18, 19, 4, 2
2017/2/4, , 19, 22, 15, 3, 2
2017/2/5, , 21, 40, 11, 4, 1
2017/2/6, , 25, 32, 19, 2, 2
2017/2/7, , 22, 30, 17, 3, 2
2017/2/8, , 24, 22, 9, , 1
2017/2/9, , 21, 25, 8, , 1
2017/2/10, , 20, 29, 9, 1, 1
2017/2/11, , 22, 29, 9, , 1
2017/2/12, , 23, 31, 10, 4, 1
2017/2/13, , 24, 24, 15, 5, 2
2017/2/14, , 25, 36, 16, 5, 1
2017/2/15, , 25, 43, 13, 4, 1
2017/2/16, , 27, 54, 19, 2, 2
2017/2/17, , 35, 57, 20, 3, 2
2017/2/18, , 32, 75, 28, 2, 6
2017/2/19, , 40, 67, 14, 4, 1
2017/2/20, , 39, 44, 12, 2, 1
2017/2/21, , 34, 39, 12, 2, 2
2017/2/22, , 35, 33, 21, 3, 5
2017/2/23, , 40, 40, 23, 2, 10
2017/2/24, , 41, 32, 22, 2, 4
2017/2/25, , 27, 17, 20, 5, 2
2017/2/26, , 21, 37, 12, 2, 1
2017/2/27, , 20, 35, 11, 1, 1
2017/2/28, , 21, 39, 12, 2, 1
2017/3/1, , 22, 29, 14, 3, 2
2017/3/2, , 22, 27, 12, 1, 1
2017/3/3, , 21, 17, 17, 7, 3
2017/3/4, , 20, 26, 15, , 1
2017/3/5, , 17, 18, 7, 3, 1
2017/3/6, , 14, 16, 21, 2, 4
2017/3/7, , 21, 29, 15, 2, 1
2017/3/8, , 24, 18, 11, 1, 1
2017/3/9, , 16, 32, 15, 2, 3
2017/3/10, , 27, 51, 21, 3, 2
2017/3/11, , 26, 45, 11, 1, 2
2017/3/12, , 31, 34, 11, 3, 2
2017/3/13, , 22, 24, 10, 1, 1
2017/3/14, , 14, 12, 13, 1, 2
2017/3/15, , 15, 23, 13, 2, 2
2017/3/16, , 23, 33, 21, 2, 3
2017/3/17, , 30, 24, 19, 4, 3
2017/3/18, , 37, 15, 8, , 1
2017/3/19, , 10, 12, 7, , 1
2017/3/20, , 8, 16, 8, , 1
2017/3/21, , 11, 16, 9, 1, 1
2017/3/22, , 15, 20, 9, 2, 1
2017/3/23, , 17, 23, 10, 3, 1
2017/3/24, , 21, 51, 19, 4, 2
2017/3/25, , 35, 27, 17, 1, 7
2017/3/26, , 29, 21, 7, , 1
2017/3/27, , 16, 23, 11, 2, 1
2017/3/28, , 19, 17, 8, 1, 1
2017/3/29, , 15, 20, 8, , 1
2017/3/30, , 15, 21, 8, 1, 1
2017/3/31, , 12, 15, 7, , 1
2017/4/1, , 10, 17, 6, , 1
2016/10/2, , 11, 21, 6, , 1
2016/10/3, , 10, 12, 18, , 4
2016/10/4, , 18, 16, 16, , 2
2016/10/5, , 14, 22, 10, , 1
2016/10/6, , 13, 27, 11, , 2
2016/10/7, , 16, 18, 8, , 1
2016/10/8, , 6, 32, 14, 1, 2
2016/10/9, , 15, 27, 10, , 10
2016/10/10, , 22, 18, 9, , 7
2016/10/11, , 15, 23, 13, 1, 4
2016/10/12, , 22, 42, 13, 2, 1
2016/10/13, , 25, 24, 20, 2, 2
2016/10/14, , 25, 26, 20, 4, 2
2016/10/15, , 18, 33, 14, 2, 1
2016/10/16, , 22, 46, 18, 2, 4
2016/10/17, , 23, 44, 22, 2, 3
2016/10/18, , 34, 50, 19, 2, 4
2016/10/19, , 33, 85, 21, 2, 3
2016/10/20, , 41, 45, 21, 3, 4
2016/10/21, , 28, 25, 9, , 1
2016/10/22, , 8, 15, 7, 1, 1
2016/10/23, , 7, 24, 6, 1, 1
2016/10/24, , 16, 36, 11, 1, 1
2016/10/25, , 23, 9, 20, 2, 4
2016/10/26, , 21, 32, 17, 2, 2
2016/10/27, , 30, 27, 19, , 2
2016/10/28, , 18, 21, 9, 1, 1
2016/10/29, , 19, 22, 6, , 1
2016/10/30, , 17, 18, 4, , 1
2016/10/31, , 12, 42, 13, 3, 1
2016/11/1, , 28, 28, 21, 4, 3
2016/11/2, , 30, 32, 13, 2, 2
2016/11/3, , 24, 14, 12, , 1
2016/11/4, , 11, 12, 10, 1, 2
2016/11/5, , 12, 14, 9, 1, 1
2016/11/6, , 22, 26, 9, , 2
2016/11/7, , 23, 42, 14, 1, 1
2016/11/8, , 29, 58, 18, 2, 2
2016/11/9, , 39, 28, 19, 3, 2
2016/11/10, , 28, 39, 18, 3, 2
2016/11/11, , 22, 54, 20, 1, 3
2016/11/12, , 34, 20, 7, 1, 1
2016/11/13, , 7, 13, 7, , 1
2016/11/14, , 9, 16, 10, , 1
2016/11/15, , 10, 18, 4, , 1
2016/11/16, , 6, 26, 15, 1, 2
2016/11/17, , 17, 9, 21, 1, 3
2016/11/18, , 25, 13, 10, 2, 1
2016/11/19, , 19, , , , 
2016/11/22, , 26, 32, 16, 1, 2
2016/11/23, , 34, 25, 16, 1, 3
2016/11/24, , 27, 37, 14, 1, 1
2016/11/25, , 35, 34, 12, 1, 1
2016/11/26, , 29, 43, 10, 1, 1
2016/11/27, , 34, 53, 12, 2, 2
2016/11/28, , 36, 37, 26, 1, 4
2016/11/29, , 33, 16, 11, , 1
2016/11/30, , 14, 15, 9, , 1
2016/12/1, , 15, 13, 9, , 1
2016/12/2, , 18, 43, 12, 2, 2
2016/12/3, , 27, 30, 15, 3, 2
2016/12/4, , 26, 26, 4, , 1
2016/12/5, , 9, 24, 9, , 1
2016/12/6, , 11, 44, 15, 4, 2
2016/12/7, , 19, 52, 29, 2, 4
2016/12/8, , 42, 44, 26, 2, 3
2016/12/9, , 37, 33, 17, 2, 1
2016/12/10, , 25, 34, 16, 2, 2
2016/12/11, , 23, 14, 10, , 3
2016/12/12, , 17, 14, 16, 1, 1
2016/12/13, , 17, 28, 17, 1, 3
2016/12/14, , 26, 19, 13, 1, 2
2016/12/15, , 23, 13, 8, , 1
2016/12/16, , 13, 12, 9, 1, 1
2016/12/17, , 20, 26, 8, 1, 1
2016/12/18, , 21, 34, 9, 3, 1
2016/12/19, , 16, 18, 22, 3, 3
2016/12/20, , 23, 23, 23, 5, 5
2016/12/21, , 21, 34, 24, 2, 3
2016/12/22, , 31, 37, 18, 1, 2
2016/12/23, , 27, 61, 23, 5, 3
2016/12/24, , 26, 44, 16, 3, 2
2016/12/25, , 15, 40, 12, 2, 3
2016/12/26, , 33, 50, 15, 3, 1
2016/12/27, , 23, 46, 20, 3, 2
2016/12/28, , 28, 61, 20, 1, 2
2016/12/29, , 41, 47, 12, 1, 2
2016/12/30, , 37, 44, 12, , 1
2016/12/31, , 30, 37, 13, 2, 1
2017/1/1, , 29, 28, 8, 4, 1
2017/1/2, , 51, 32, 13, , 2
2016/7/2, , 44, 22, 16, 1, 7
2016/7/3, , 41, 28, 14, 1, 5
2016/7/4, , 39, 16, 20, 2, 9
2016/7/5, , 38, 17, 25, 4, 7
2016/7/6, , 49, 17, 19, 3, 4
2016/7/7, , 58, 17, 18, , 2
2016/7/8, , 27, 19, 22, 3, 3
2016/7/9, , 41, 30, 25, 2, 8
2016/7/10, , 53, 34, 23, 2, 19
2016/7/11, , 57, 23, 29, 2, 13
2016/7/12, , 61, 26, 30, 2, 10
2016/7/13, , 56, 24, 22, 3, 5
2016/7/14, , 44, 29, 31, 2, 9
2016/7/15, , 65, 28, 36, 1, 11
2016/7/16, , 67, 18, 25, 1, 7
2016/7/17, , 60, , , , 
2016/7/19, , 25, 16, 14, 2, 2
2016/7/20, , 35, 18, 13, 2, 2
2016/7/21, , 35, 15, 14, 1, 3
2016/7/22, , 32, 15, 11, , 2
2016/7/23, , 28, 22, 12, 2, 3
2016/7/24, , 38, 33, 14, 2, 5
2016/7/25, , 47, 47, 32, 3, 10
2016/7/26, , 67, 21, 26, 2, 7
2016/7/27, , 52, 24, 19, 1, 6
2016/7/28, , 43, 18, 11, 1, 2
2016/7/29, , 44, 14, 10, , 2
2016/7/30, , 26, 22, 12, 1, 3
2016/7/31, , 37, 31, 13, 1, 4
2016/8/1, , 51, 21, 22, 1, 11
2016/8/2, , 56, 12, 17, 1, 8
2016/8/3, , 33, 15, 11, , 2
2016/8/4, , 24, 21, 16, 3, 3
2016/8/5, , 35, 24, 26, 4, 6
2016/8/6, , 51, 33, 23, 6, 7
2016/8/7, , 54, 26, 22, 3, 12
2016/8/8, , 50, , , , 
2016/8/10, , 32, 15, 10, , 2
2016/8/11, , 19, 13, 13, , 2
2016/8/12, , 18, 18, 11, 1, 2
2016/8/13, , 23, 29, 19, 3, 5
2016/8/14, , 36, 51, 28, 3, 12
2016/8/15, , 62, 27, 33, 4, 7
2016/8/16, , 69, 20, 27, 2, 6
2016/8/17, , 43, 39, 27, 3, 6
2016/8/18, , 50, 19, 15, 1, 2
2016/8/19, , 20, 24, 17, 1, 5
2016/8/20, , 31, 7, 19, 1, 4
2016/8/21, , 30, 21, 7, , 1
2016/8/22, , 9, 16, 8, , 2
2016/8/23, , 11, 18, 10, , 1
2016/8/24, , 18, 28, 10, 1, 1
2016/8/25, , 29, 27, 25, 2, 5
2016/8/26, , 52, 54, 29, 2, 6
2016/8/27, , 57, 40, 24, 2, 6
2016/8/28, , 54, 40, 19, 5, 1
2016/8/29, , 53, 42, 23, 3, 6
2016/8/30, , 63, 44, 22, 4, 3
2016/8/31, , 52, 23, 19, , 2
2016/9/1, , 26, 28, 15, 1, 4
2016/9/2, , 31, 18, 13, , 2
2016/9/3, , 29, 26, 11, 1, 1
2016/9/4, , 25, 14, 14, 1, 3
2016/9/5, , 25, 16, 17, 1, 2
2016/9/6, , 38, 12, 23, , 4
2016/9/7, , 22, 13, 13, , 2
2016/9/8, , 17, 39, 20, 2, 3
2016/9/9, , 32, 18, 11, , 1
2016/9/10, , 18, 29, 9, 1, 1
2016/9/11, , 24, 38, 9, 2, 1
2016/9/12, , 30, 44, 21, 3, 2
2016/9/13, , 38, 32, , 8, 2
2016/9/14, , 50, 43, , 1, 6
2016/9/15, , 51, , , , 
2016/9/22, , 27, 22, 11, , 1
2016/9/23, , 16, 42, 14, 1, 2
2016/9/24, , 27, 22, 9, , 1
2016/9/25, , 16, 21, 7, , 1
2016/9/26, , 10, 19, 10, 1, 2
2016/9/27, , 20, 25, 12, 1, 1
2016/9/28, , 21, 35, 16, 1, 2
2016/9/29, , 28, 30, 18, 2, 7
2016/9/30, , 38, 18, 10, , 1
2016/10/1, , 18, 16, 7, , 1
2016/4/2, , 37, 45, 13, 2, 4
2016/4/3, , 38, 55, 11, 2, 5
2016/4/4, , 39, 32, 15, 1, 5
2016/4/5, , 43, 28, 10, 1, 3
2016/4/6, , 27, 64, 18, 2, 5
2016/4/7, , 42, 49, 21, 1, 7
2016/4/8, , 45, 39, 19, 1, 7
2016/4/9, , 53, 77, 19, 2, 8
2016/4/10, , 63, 55, 13, 2, 8
2016/4/11, , 51, 34, 10, 2, 4
2016/4/12, , 40, 49, 14, 2, 4
2016/4/13, , 40, 42, 14, 1, 5
2016/4/14, , 43, 52, 20, 2, 6
2016/4/15, , 44, 37, 23, 2, 7
2016/4/16, , 64, 59, 18, 2, 6
2016/4/17, , 47, 42, 15, 2, 8
2016/4/18, , 52, 34, 17, 2, 5
2016/4/19, , 41, 29, 16, 2, 5
2016/4/20, , 35, 30, 20, 2, 6
2016/4/21, , 44, 28, 16, 2, 6
2016/4/22, , 40, 46, 23, 3, 11
2016/4/23, , 66, 33, 17, 2, 5
2016/4/24, , 47, 29, 15, 1, 5
2016/4/25, , 45, 25, 24, 2, 7
2016/4/26, , 54, 15, 18, 2, 5
2016/4/27, , 46, 8, 11, 1, 3
2016/4/28, , 27, 17, 9, 1, 2
2016/4/29, , 21, 15, 12, 1, 3
2016/4/30, , 5, 27, 11, , 3
2016/5/5, , 44, 23, 16, 2, 5
2016/5/6, , 41, 28, 17, 2, 5
2016/5/7, , 47, 27, 21, 1, 8
2016/5/8, , 49, 20, 9, 2, 4
2016/5/9, , 39, 18, 19, 2, 7
2016/5/10, , 45, 14, 17, 1, 6
2016/5/11, , 45, 11, 14, , 5
2016/5/12, , 27, 11, 8, , 3
2016/5/13, , 12, 11, 14, , 3
2016/5/14, , 16, 15, 7, , 3
2016/5/15, , 22, 22, 9, , 4
2016/5/16, , 30, 16, 18, , 8
2016/5/17, , 39, 12, 14, , 5
2016/5/18, , 30, 4, 17, 1, 6
