date, pm25, pm10, o3, no2, so2, co
2018/3/9, 28, 15, 31, 11, , 2
2018/3/10, 43, 19, 32, 13, , 2
2018/3/11, 53, 22, 50, 11, , 2
2018/3/12, 62, 29, 29, 19, , 5
2018/3/13, 71, 20, 29, 14, , 2
2018/3/14, 55, 27, 35, 18, , 2
2018/3/15, 61, 14, 31, 20, , 3
2018/3/16, 35, 22, 32, 18, , 3
2018/3/17, 49, 21, 36, 11, , 2
2018/3/18, 54, 23, 37, 11, , 2
2018/3/19, 52, 37, 22, 26, , 6
2018/3/20, 85, 26, 38, , , 5
2018/3/21, 66, 10, 19, , , 2
2018/3/22, 28, 12, 20, 13, , 1
2018/3/23, 38, 22, 40, 17, , 2
2018/3/24, 56, 23, 21, 14, , 2
2018/3/25, 54, 19, 30, 11, , 2
2018/3/26, 47, 21, 13, 17, , 3
2018/3/27, 48, 18, 18, 20, , 3
2018/3/28, 35, 21, 22, 28, , 5
2018/3/29, 57, 29, 25, 24, , 5
2018/3/30, 73, 21, 28, 16, , 3
2018/3/31, 60, 19, 25, 15, , 3
2018/4/1, 50, 13, 25, 11, , 5
2017/10/2, 55, 29, 9, 35, , 6
2017/10/3, 67, , , , , 
2017/10/18, 75, 30, 44, , , 3
2017/10/19, 62, 39, 45, 21, , 3
2017/10/20, 70, 21, 45, 9, , 2
2017/10/21, 49, 30, 30, 32, , 4
2017/10/22, 73, 24, 25, 17, , 4
2017/10/23, 68, 10, 13, 11, , 1
2017/10/24, 28, 18, 14, 12, , 1
2017/10/25, 47, 27, 42, 16, , 2
2017/10/26, 66, 15, 27, 23, , 4
2017/10/27, 38, 29, 19, 27, , 5
2017/10/28, 67, 15, 23, 10, , 1
2017/10/29, 45, 21, 31, 14, , 2
2017/10/30, 61, 21, 12, 22, , 3
2017/10/31, 62, 17, 17, 15, , 2
2017/11/1, 52, 18, 14, 10, , 1
2017/11/2, 47, , , , , 
2017/11/8, 50, 21, 25, 15, , 2
2017/11/9, 49, 40, 5, 16, , 2
2017/11/10, 116, , , , , 
2017/11/14, 78, 26, 29, 19, , 2
2017/11/15, 53, 29, 50, 14, , 2
2017/11/16, 61, 31, 38, 21, , 3
2017/11/17, 66, 18, 22, 24, , 3
2017/11/18, 50, 15, 34, 15, , 2
2017/11/19, 40, 8, 25, 7, , 1
2017/11/20, 25, 7, 20, 7, , 1
2017/11/21, 23, 16, 23, 20, , 3
2017/11/22, 43, 13, 13, 17, , 3
2017/11/23, 36, 13, 14, 11, , 1
2017/11/24, 32, 25, 43, 20, , 3
2017/11/25, 62, 35, 44, 21, , 4
2017/11/26, 84, 15, 32, 9, , 4
2017/11/27, 37, 10, 19, 14, , 2
2017/11/28, 32, 11, 19, 11, , 1
2017/11/29, 33, 19, 34, 11, , 1
2017/11/30, 45, 21, 24, 13, , 1
2017/12/1, 48, 17, 23, 12, , 1
2017/12/2, 47, 9, 23, 8, , 1
2017/12/3, 29, 13, 34, 6, , 1
2017/12/4, 43, 22, 45, 14, , 2
2017/12/5, 60, 22, 30, 13, , 1
2017/12/6, 62, 21, 28, 12, , 1
2017/12/7, 50, 23, 15, 20, , 3
2017/12/8, 59, 20, 16, 19, , 3
2017/12/9, 61, 16, 29, 12, , 2
2017/12/10, 42, 26, 65, 13, , 3
2017/12/11, 70, 28, 29, 18, , 4
2017/12/12, 69, 12, 13, 9, , 1
2017/12/13, 27, 17, 30, 10, , 1
2017/12/14, 42, 28, 68, 17, , 2
2017/12/15, 67, 35, 40, 23, , 4
2017/12/16, 85, 32, 57, 26, , 5
2017/12/17, 78, 21, 35, 14, , 3
2017/12/18, 53, 14, 18, 16, , 2
2017/12/19, 50, , , , , 
2017/12/21, 67, 16, 11, 24, , 4
2017/12/22, 51, 13, 16, 17, , 3
2017/12/23, 39, 12, 31, 12, , 2
2017/12/24, 33, 11, 26, 7, , 2
2017/12/25, 29, 15, 18, 10, , 2
2017/12/26, 42, 16, 32, 14, , 2
2017/12/27, 46, 14, 22, 12, , 2
2017/12/28, 39, 15, 15, 15, , 2
2017/12/29, 49, 12, 19, 15, , 2
2017/12/30, 31, 9, 23, 8, , 1
2017/12/31, 29, 9, 15, 5, , 1
2018/1/1, 25, 18, 14, 5, , 2
2017/7/2, 53, 14, 20, 6, , 1
2017/7/3, 27, 10, 16, 11, , 1
2017/7/4, 21, 12, 18, 14, , 1
2017/7/5, 26, 22, 17, 22, , 3
2017/7/6, 50, 28, 15, 22, , 3
2017/7/7, 63, 29, 13, 22, , 3
2017/7/8, 65, 24, 21, 17, , 3
2017/7/9, 57, 24, 22, 14, , 2
2017/7/10, 60, 32, 11, 24, , 4
2017/7/11, 71, 45, 27, 34, , 7
2017/7/12, 97, 41, 24, 24, , 5
2017/7/13, 91, 35, 16, 20, , 3
2017/7/14, 78, 40, 16, 32, , 5
2017/7/15, 85, 31, 18, 19, , 4
2017/7/16, 63, 43, 2, 25, , 9
2017/7/17, 104, 30, 23, 21, , 25
2017/7/18, 57, 8, 13, 11, , 26
2017/7/19, 30, 16, 15, 15, , 7
2017/7/20, 39, 31, 13, 22, , 3
2017/7/21, 65, 46, 21, 31, , 7
2017/7/22, 100, 42, 36, 22, , 27
2017/7/23, 91, 31, 32, 13, , 
2017/7/24, 74, 39, 23, 28, , 
2017/7/25, 84, 44, 29, 29, , 
2017/7/26, 92, 37, 26, , , 
2017/7/27, 84, 32, 26, 21, , 
2017/7/28, 68, 33, 20, 22, , 8
2017/7/29, 67, 37, 28, 21, , 3
2017/7/30, 77, 22, 25, 12, , 3
2017/7/31, 56, 23, 20, 26, , 5
2017/8/1, 69, 40, 20, 28, , 6
2017/8/2, 84, 49, 19, 30, , 6
2017/8/3, 89, 40, 12, 21, , 3
2017/8/4, 63, 8, 15, 13, , 1
2017/8/5, 18, 12, 21, 10, , 1
2017/8/6, 25, 9, 20, 6, , 1
2017/8/7, 21, 43, 20, 36, , 7
2017/8/8, 81, 49, 26, 38, , 8
2017/8/9, 96, 62, 28, 41, , 15
2017/8/10, 116, 19, 17, 15, , 2
2017/8/11, 55, 17, 22, 13, , 1
2017/8/12, 42, 30, 32, 15, , 3
2017/8/13, 66, 37, 31, 17, , 4
2017/8/14, 79, 41, 18, 21, , 3
2017/8/15, 75, 23, 16, 20, , 3
2017/8/16, 53, 25, 3, 25, , 5
2017/8/17, 66, 13, 5, 22, , 3
2017/8/18, 44, 25, 2, 25, , 5
2017/8/19, 66, 21, 2, 20, , 6
2017/8/20, 57, 14, 13, 14, , 3
2017/8/21, 40, 7, 19, 12, , 1
2017/8/22, 20, 12, 17, 13, , 2
2017/8/23, 29, 26, 21, 17, , 2
2017/8/24, 63, 24, 24, 16, , 2
2017/8/25, 63, 30, 22, 23, , 3
2017/8/26, 68, 38, 38, 26, , 5
2017/8/27, 87, 34, 65, 21, , 5
2017/8/28, 81, 45, 55, 29, , 5
2017/8/29, 103, 52, 38, 42, , 7
2017/8/30, 117, 66, 46, 53, , 13
2017/8/31, 131, 21, 24, 15, , 2
2017/9/1, 49, 15, 18, 12, , 1
2017/9/2, 35, 27, 36, 14, , 1
2017/9/3, 58, 28, 40, 16, , 2
2017/9/4, 64, 38, 30, 28, , 4
2017/9/5, 75, 53, 51, 31, , 8
2017/9/6, 106, , , , , 
2017/9/11, 98, 41, 42, 25, , 3
2017/9/12, 82, 45, 52, 24, , 3
2017/9/13, 89, 47, 47, 29, , 4
2017/9/14, 99, 55, 38, 35, , 6
2017/9/15, 101, 54, 49, 32, , 6
2017/9/16, 102, 44, 83, 15, , 2
2017/9/17, 86, 48, 64, 26, , 3
2017/9/18, 133, 39, 48, 13, , 2
2017/9/19, 88, 48, 66, , , 3
2017/9/20, 102, 46, 59, , , 3
2017/9/21, 99, 37, 10, , , 2
2017/9/22, 76, , , , , 
2017/9/26, 78, 53, 30, , , 6
2017/9/27, 122, 54, 48, 35, , 5
2017/9/28, 112, 48, 37, 35, , 6
2017/9/29, 103, 22, 22, 14, , 2
2017/9/30, 61, 19, 28, 17, , 3
2017/10/1, 69, 17, 40, 12, , 3
2017/4/2, 23, 12, 19, 8, , 1
2017/4/3, 33, 13, 25, 6, , 1
2017/4/4, 41, 27, 28, 20, , 3
2017/4/5, 54, 40, 30, 25, , 4
2017/4/6, 77, 25, 10, 22, , 4
2017/4/7, 53, 11, 6, 18, , 3
2017/4/8, 27, 15, 24, 12, , 3
2017/4/9, 44, 12, 22, 8, , 1
2017/4/10, 35, 24, 33, 17, , 3
2017/4/11, 55, 24, 25, 19, , 3
2017/4/12, 58, 11, 15, 12, , 2
2017/4/13, 28, 12, 10, 11, , 1
2017/4/14, 39, 20, 27, 10, , 2
2017/4/15, 46, 21, 47, 14, , 3
2017/4/16, 57, 23, 36, 13, , 3
2017/4/17, 62, 11, 16, 11, , 2
2017/4/18, 30, 15, 16, 11, , 1
2017/4/19, 29, 15, 16, 13, , 2
2017/4/20, 28, 27, 23, 20, , 3
2017/4/21, 60, 24, 19, 14, , 3
2017/4/22, 52, 10, 13, 11, , 2
2017/4/23, 25, 13, 20, 6, , 1
2017/4/24, 25, 19, 23, 15, , 2
2017/4/25, 38, 22, 18, 16, , 3
2017/4/26, 49, 19, 8, 19, , 4
2017/4/27, 44, 13, 5, 15, , 2
2017/4/28, 27, 14, 16, 9, , 1
2017/4/29, 33, 12, 13, 10, , 2
2017/4/30, 29, 11, 18, 7, , 1
2017/5/1, 30, 15, 26, 8, , 1
2017/5/2, 42, 26, 15, 19, , 4
2017/5/3, 60, 34, 22, 24, , 4
2017/5/4, 76, 40, 15, 26, , 5
2017/5/5, 87, 21, 4, 22, , 5
2017/5/6, 51, 13, 15, 19, , 4
2017/5/7, 39, 10, 19, 8, , 2
2017/5/8, 32, 24, 16, 20, , 4
2017/5/9, 60, 29, 22, 28, , 5
2017/5/10, 68, 19, 17, 17, , 2
2017/5/11, 45, 16, 17, 13, , 2
2017/5/12, 43, 21, 19, 17, , 3
2017/5/13, 47, 30, 28, 21, , 4
2017/5/14, 61, 24, 21, 10, , 2
2017/5/15, 46, 13, 18, 12, , 2
2017/5/16, 29, 17, 19, 13, , 2
2017/5/17, 40, 21, 11, 14, , 2
2017/5/18, 47, 19, 9, 16, , 3
2017/5/19, 46, 14, 5, 17, , 6
2017/5/20, 44, 21, 16, 17, , 5
2017/5/21, 58, 14, 5, 12, , 4
2017/5/22, 41, 10, 7, 15, , 4
2017/5/23, 27, 20, 25, 18, , 2
2017/5/24, 45, 29, 8, 22, , 6
2017/5/25, 67, 41, 17, 27, , 7
2017/5/26, 89, 39, 22, 28, , 7
2017/5/27, 81, 38, 35, 18, , 8
2017/5/28, 94, 31, 22, 14, , 3
2017/5/29, 83, 28, 19, 24, , 6
2017/5/30, 67, 27, 11, 23, , 7
2017/5/31, 66, 22, 23, 21, , 3
2017/6/1, 52, 31, 7, 22, , 5
2017/6/2, 61, 16, 11, 17, , 2
2017/6/3, 39, 24, 24, 17, , 3
2017/6/4, 58, 30, 23, 18, , 5
2017/6/5, 74, 24, 2, 25, , 7
2017/6/6, 61, 21, 2, 23, , 7
2017/6/7, 60, 28, 13, 26, , 7
2017/6/8, 66, 34, 17, 24, , 6
2017/6/9, 72, 22, 9, 20, , 3
2017/6/10, 45, 12, 16, 17, , 2
2017/6/11, 32, 35, 29, 26, , 6
2017/6/12, 81, 39, 5, 35, , 7
2017/6/13, 86, 43, 1, 32, , 10
2017/6/14, 108, 22, 12, 22, , 5
2017/6/15, 58, 15, 18, 11, , 2
2017/6/16, 44, 24, 14, 22, , 5
2017/6/17, 59, 39, 20, 24, , 10
2017/6/18, 91, 34, 25, 19, , 8
2017/6/19, 85, 41, 13, 33, , 10
2017/6/20, 91, 6, 10, 15, , 2
2017/6/21, 14, 10, 12, 16, , 2
2017/6/22, 31, 18, 15, 17, , 3
2017/6/23, 49, 26, 16, 22, , 3
2017/6/24, 61, 23, 21, 15, , 3
2017/6/25, 59, 18, 28, 10, , 2
2017/6/26, 49, 26, 17, 20, , 3
2017/6/27, 56, 26, 14, 22, , 4
2017/6/28, 59, 36, 14, 31, , 6
2017/6/29, 77, 40, 16, 29, , 7
2017/6/30, 89, 39, 19, 29, , 7
2017/7/1, 82, 24, 16, 16, , 6
2017/1/4, 57, 22, 45, 16, 1, 2
2017/1/5, 41, 18, 38, 18, , 2
2017/1/6, 45, 20, 34, 17, , 2
2017/1/7, 37, 17, 25, 16, , 2
2017/1/8, 37, 15, 50, 15, , 2
2017/1/9, 47, 17, 35, 14, , 2
2017/1/10, 45, 20, 34, 19, , 3
2017/1/11, 32, 13, 34, 17, , 2
2017/1/12, 49, 20, 32, 20, , 3
2017/1/13, 35, 13, 18, 14, , 1
2017/1/14, 39, 16, 34, 11, , 1
2017/1/15, 49, 18, 58, 11, , 1
2017/1/16, 49, 19, 32, 9, , 1
2017/1/17, 29, 10, 17, 16, , 2
2017/1/18, 23, 9, 16, 17, , 2
2017/1/19, 32, 12, 9, 20, , 4
2017/1/20, 31, 12, 10, 20, , 3
2017/1/21, 46, 17, 11, 27, , 5
2017/1/22, 40, 14, 15, 21, , 3
2017/1/23, 31, 10, 20, 16, , 2
2017/1/24, 42, 17, 18, 18, , 3
2017/1/25, 48, 21, 30, 19, , 3
2017/1/26, 31, 13, 29, 12, , 1
2017/1/27, 34, 14, 10, 18, , 2
2017/1/28, 43, 19, 9, 21, , 4
2017/1/29, 42, 17, 37, 11, , 1
2017/1/30, 48, 19, 40, 7, , 1
2017/1/31, 53, 22, 24, 13, , 2
2017/2/1, 51, 22, 25, 14, 1, 1
2017/2/2, 48, 20, 15, 22, , 3
2017/2/3, 42, 18, 23, 17, , 2
2017/2/4, 30, 12, 23, 15, , 2
2017/2/5, 39, 14, 20, 15, , 2
2017/2/6, 43, 16, 35, 11, , 2
2017/2/7, 49, 18, 15, 18, , 2
2017/2/8, 53, 20, 37, 17, , 1
2017/2/9, 44, 19, 24, 10, , 1
2017/2/10, 40, 19, 29, 10, , 1
2017/2/11, 44, 21, 34, 11, , 1
2017/2/12, 44, 18, 27, 9, , 1
2017/2/13, 44, 18, 30, 9, , 1
2017/2/14, 40, 19, 26, 14, 1, 2
2017/2/15, 42, 23, 33, 15, 1, 2
2017/2/16, 55, 26, 45, 16, 1, 2
2017/2/17, 70, 32, 56, 20, 1, 2
2017/2/18, 64, 31, 53, 21, 1, 2
2017/2/19, 70, 35, 68, 25, 1, 4
2017/2/20, 73, 34, 43, 19, 1, 4
2017/2/21, 77, 32, 24, 13, 2, 1
2017/2/22, 67, 30, 45, 15, , 2
2017/2/23, 57, 26, 30, 20, , 4
2017/2/24, 74, 34, 39, 23, , 6
2017/2/25, 53, 21, 35, 17, , 2
2017/2/26, 42, 11, 20, 9, , 2
2017/2/27, 41, 14, 33, 10, , 2
2017/2/28, 51, 19, 31, 13, , 2
2017/3/1, 49, 17, 38, 11, , 2
2017/3/2, 47, 22, 31, 14, , 3
2017/3/3, 28, 12, 25, 11, , 1
2017/3/4, 38, 14, 13, 18, , 3
2017/3/5, 35, 14, 28, 13, , 2
2017/3/6, 30, 12, 17, 7, , 1
2017/3/7, 54, 19, 9, 23, , 5
2017/3/8, 57, 22, 30, 18, , 3
2017/3/9, 38, 14, 18, 14, , 2
2017/3/10, 49, 21, 29, 17, , 2
2017/3/11, 58, 27, 43, 23, , 4
2017/3/12, 71, 30, 54, 14, , 3
2017/3/13, 48, 20, 35, 10, , 2
2017/3/14, 41, 15, 24, 12, , 1
2017/3/15, 36, 13, 14, 13, , 2
2017/3/16, 50, 20, 29, 16, , 2
2017/3/17, 57, 26, 32, 21, , 3
2017/3/18, 67, 32, 21, 24, , 4
2017/3/19, 23, 8, 15, 9, , 1
2017/3/20, 26, 8, 13, 8, , 1
2017/3/21, 28, 10, 17, 9, , 1
2017/3/22, 38, 15, 18, 12, , 1
2017/3/23, 35, 15, 22, 11, , 1
2017/3/24, 41, 20, 25, 12, , 9
2017/3/25, 62, 32, 40, 20, , 4
2017/3/26, 73, 32, 26, 22, , 5
2017/3/27, 41, 16, 24, 8, , 1
2017/3/28, 40, 17, 24, 12, , 1
2017/3/29, 31, 14, 18, 10, , 1
2017/3/30, 28, 15, 21, 8, , 1
2017/3/31, 26, 11, 21, 10, , 1
2017/4/1, 24, 12, 13, 10, , 1
2016/7/6, 82, 47, 18, 21, , 2
2016/7/7, 74, 24, 12, 22, , 2
2016/7/8, 45, 39, 5, 29, , 6
2016/7/9, 82, 44, , 25, , 
2016/7/10, 95, 55, , 25, , 
2016/7/11, 111, 51, 3, , , 
2016/7/12, 98, 47, 24, 38, , 8
2016/7/13, 81, 38, 21, 31, , 5
2016/7/14, 77, 58, 22, 40, , 8
2016/7/15, 109, 52, 25, 39, , 8
2016/7/16, 92, 36, 16, 23, , 4
2016/7/17, 66, 7, 18, 10, , 2
2016/7/18, 21, 21, 19, 17, , 2
2016/7/19, 48, 29, 12, 23, , 3
2016/7/20, 63, 31, 19, 20, , 3
2016/7/21, 74, 25, 18, 20, , 2
2016/7/22, 64, 24, 16, 18, , 3
2016/7/23, 62, 31, 24, 19, , 4
2016/7/24, 70, 41, 29, 18, , 4
2016/7/25, 87, 53, 36, 41, , 10
2016/7/26, 112, 46, 18, 35, , 6
2016/7/27, 85, 38, 21, 24, , 4
2016/7/28, 65, 24, 18, 16, , 2
2016/7/29, 45, 26, 11, 17, , 2
2016/7/30, 54, 27, 24, 17, , 3
2016/7/31, 62, 41, 31, 17, , 4
2016/8/1, 91, 49, 21, 29, , 10
2016/8/2, 96, 34, 21, 25, , 8
2016/8/3, 74, 22, 15, 17, , 2
2016/8/4, 52, 30, 27, 23, , 4
2016/8/5, 64, 47, 21, 36, , 6
2016/8/6, 92, 48, 37, 36, , 7
2016/8/7, 93, 35, 29, 16, , 6
2016/8/8, 71, 17, 20, 19, , 2
2016/8/9, 40, 28, 13, 36, , 5
2016/8/10, 61, 17, 17, 13, , 2
2016/8/11, 39, 13, 14, 15, , 2
2016/8/12, 33, 24, 23, 18, , 10
2021/4/8, , 9, 15, 8, , 1
2021/4/12, , 28, 37, 14, , 3
2021/3/6, , 4, 12, 9, , 4
2021/2/8, , 2, 17, , , 2
2021/1/11, , 18, 31, , , 3
2020/10/29, , 4, 38, 15, , 2
2020/11/4, , 15, 34, 12, , 1
2020/11/5, , 12, 34, 12, , 2
2020/11/6, , 15, 29, 10, , 1
2020/11/7, , 23, 56, 10, , 1
2020/11/8, , 28, 53, 10, , 1
2020/11/9, , 30, 56, 12, , 2
2020/11/10, , 15, 29, 12, , 1
2020/11/11, , 24, 49, 19, , 3
2020/11/12, , 19, 33, 16, , 2
2020/11/13, , 16, 32, 16, , 2
2020/11/23, , 16, 23, 7, , 1
2020/9/22, , 9, 14, 11, , 1
2020/4/1, , 19, 28, 8, , 1
2020/5/20, , 27, 22, 13, , 1
2020/6/19, , 32, 3, 21, , 5
2020/6/22, , 45, 21, 27, , 8
2020/1/1, , 28, 32, 10, , 3
2019/9/26, , 22, 11, 21, , 4
2019/6/10, , 36, 18, 27, 1, 13
2019/1/2, , 15, 16, 2, 1, 
2019/2/7, , 16, 32, 16, , 2
2019/2/8, , 24, 42, 18, 1, 2
2019/2/10, , 21, 42, 10, 1, 1
2019/2/11, , 22, 33, 14, 1, 2
2019/2/12, , 16, 25, 14, 1, 2
2019/2/23, , 19, 1, 24, , 3
2019/2/24, , 17, 32, 12, , 3
2019/2/25, , 15, 5, 11, , 2
2019/3/3, , 15, 22, 12, , 3
2018/10/17, , 20, 30, 20, , 3
2018/12/14, , 46, 39, , , 4
2018/5/7, , 18, 22, 12, , 1
2017/10/17, , 34, 38, , , 5
2017/11/7, , 17, 12, 8, , 1
2017/11/13, , 36, 28, 15, , 2
2017/12/20, , 27, 34, 20, , 3
2017/9/10, , 46, 18, 25, , 5
2017/9/25, , 20, , , , 
2017/1/3, , 13, 30, 12, , 1
2016/10/2, , 9, 25, 7, , 1
2016/10/3, , 9, 15, 18, , 4
2016/10/4, , 15, 15, 22, , 3
2016/10/5, , 15, 25, 13, , 4
2016/10/6, , 13, 27, 15, , 2
2016/10/7, , 14, 15, 13, , 1
2016/10/8, , 7, 34, 16, 1, 1
2016/10/9, , 15, 34, 14, 1, 2
2016/10/10, , 21, 21, 12, , 2
2016/10/11, , 16, 27, 17, 1, 2
2016/10/12, , 21, 44, 15, 1, 2
2016/10/13, , 23, 24, 23, 1, 4
2016/10/14, , 22, 23, 25, , 4
2016/10/15, , 18, 39, 19, 1, 3
2016/10/16, , 21, 46, 18, 1, 4
2016/10/17, , 21, 46, 26, 2, 5
2016/10/18, , 30, 43, 22, , 4
2016/10/19, , 27, 71, 23, 1, 4
2016/10/20, , 36, 50, 25, , 4
2016/10/21, , 26, 22, 15, , 2
2016/10/22, , 10, 17, 9, 1, 1
2016/10/23, , 6, 32, 8, 1, 1
2016/10/24, , 13, 43, 15, 1, 3
2016/10/25, , 22, 9, 23, , 4
2016/10/26, , 18, 37, 20, 1, 3
2016/10/27, , 26, 27, 20, , 3
2016/10/28, , 15, 24, 15, 1, 2
2016/10/29, , 20, 26, 7, 1, 1
2016/10/30, , 15, 23, 6, , 1
2016/10/31, , 11, 41, 18, 1, 3
2016/11/1, , 34, 30, 21, 1, 3
2016/11/2, , 27, 37, 11, , 2
2016/11/3, , 18, 19, 14, , 2
2016/11/4, , 10, 11, 16, 1, 2
2016/11/5, , 14, 13, 15, 1, 2
2016/11/6, , 21, 30, 13, 1, 3
2016/11/7, , 15, 42, 19, 1, 3
2016/11/8, , 27, 63, 23, 1, 3
2016/11/9, , 34, 29, 21, 1, 3
2016/11/10, , 22, 35, 20, , 3
2016/11/11, , 19, 39, 25, 1, 4
2016/11/12, , 30, 19, 10, , 1
2016/11/13, , 7, 14, 9, , 2
2016/11/14, , 7, 14, 14, , 2
2016/11/15, , 8, 17, 8, , 1
2016/11/16, , 7, 26, 17, , 3
2016/11/17, , 14, 36, 22, , 3
2016/11/18, , 20, 15, 12, , 1
2016/11/19, , 12, 19, 8, 1, 1
2016/11/20, , 16, 38, 7, 1, 1
2016/11/21, , 19, 38, 18, 1, 2
2016/11/22, , 23, 40, 23, 2, 3
2016/11/23, , 34, 24, 16, , 3
2016/11/24, , 23, 51, 19, 1, 3
2016/11/25, , 36, 43, 14, 1, 2
2016/11/26, , 27, 59, 14, 1, 2
2016/11/27, , 33, 53, 14, 1, 3
2016/11/28, , 29, 35, 27, , 5
2016/11/29, , 25, 15, 16, , 3
2016/11/30, , 14, 14, 11, , 2
2016/12/1, , 15, 13, 12, , 2
2016/12/2, , 15, 55, 16, 1, 2
2016/12/3, , 26, 30, 15, 1, 3
2016/12/4, , 22, 22, 5, , 2
2016/12/5, , 8, 20, 11, , 2
2016/12/6, , 10, 42, 18, , 3
2016/12/7, , 16, 39, 34, 2, 6
2016/12/8, , 39, 40, 26, , 5
2016/12/9, , 27, 37, 18, 1, 3
2016/12/10, , 22, 32, 16, 1, 3
2016/12/11, , 17, 14, 11, , 3
2016/12/12, , 12, 11, 19, , 4
2016/12/13, , 15, 24, 19, , 4
2016/12/14, , 20, 19, 16, , 3
2016/12/15, , 18, 14, 10, , 1
2016/12/16, , 12, 13, 11, 1, 2
2016/12/17, , 18, 33, 11, 1, 2
2016/12/18, , 20, 34, 14, , 3
2016/12/19, , 15, 18, 22, 1, 4
2016/12/20, , 16, 26, 23, 1, 4
2016/12/21, , 21, 32, 25, , 5
2016/12/22, , 21, 34, 20, , 3
2016/12/23, , 20, 52, 21, 1, 3
2016/12/24, , 21, 44, 15, 1, 3
2016/12/25, , 13, 53, 13, 1, 5
2016/12/26, , 34, 50, 16, , 3
2016/12/27, , 17, 47, 22, 1, 4
2016/12/28, , 28, 55, 22, 1, 3
2016/12/29, , 28, 42, 16, , 3
2016/12/30, , 30, 46, 13, , 3
2016/12/31, , 28, 38, 13, , 3
2017/1/1, , 24, 30, 9, , 2
2017/1/2, , 24, , , , 
2016/7/5, , 44, 15, 29, , 
2016/8/13, , 35, 31, 27, , 9
2016/8/14, , 44, 48, 1, , 6
2016/8/15, , 52, 23, 37, , 9
2016/8/16, , 32, 21, 31, , 7
2016/8/17, , 36, 34, 29, 1, 6
2016/8/18, , 17, 19, 20, , 4
2016/8/19, , 25, 28, 24, 1, 6
2016/8/20, , 22, 10, 21, , 5
2016/8/21, , 6, 21, 10, , 2
2016/8/22, , 8, 18, 12, , 2
2016/8/23, , 15, 20, 15, , 2
2016/8/24, , 21, 26, 16, 1, 2
2016/8/25, , 41, 34, 30, 1, 6
2016/8/26, , 50, 45, 41, 2, 9
2016/8/27, , 46, 41, 33, 1, 9
2016/8/28, , 44, 40, 27, 2, 7
2016/8/29, , 47, 37, 31, 2, 8
2016/8/30, , 43, 43, 28, 2, 4
2016/8/31, , 16, 19, 21, , 3
2016/9/1, , 23, 34, 18, 1, 4
2016/9/2, , 25, 25, 17, , 3
2016/9/3, , 23, 32, 14, 1, 3
2016/9/4, , 23, 16, 15, , 3
2016/9/5, , 32, 20, 23, 1, 4
2016/9/6, , 20, 13, 22, , 4
2016/9/7, , 15, 15, 13, , 2
2016/9/8, , 27, 34, 27, 1, 4
2016/9/9, , 18, 22, 14, , 2
2016/9/10, , 22, 36, 12, , 3
2016/9/11, , 24, 43, 10, 1, 2
2016/9/12, , 38, 42, 30, 1, 11
2016/9/13, , 51, 29, 32, 2, 5
2016/9/14, , 51, 9, 28, 1, 4
2016/9/15, , 30, , 17, 2, 
2016/9/16, , 24, 14, 17, 1, 10
2016/9/17, , 33, 46, 19, 1, 5
2016/9/18, , 46, 56, 19, 1, 5
2016/9/19, , 27, 28, 24, 1, 4
2016/9/20, , 12, 15, 16, , 2
2016/9/21, , 17, 21, 21, , 2
2016/9/22, , 14, 24, 12, , 2
2016/9/23, , 28, 37, 18, 1, 3
2016/9/24, , 19, 22, 15, , 2
2016/9/25, , 10, 21, 9, , 2
2016/9/26, , 19, 24, 14, , 2
2016/9/27, , 21, 31, 14, 1, 2
2016/9/28, , 47, 36, 20, , 3
2016/9/29, , 43, 34, 26, 1, 6
2016/9/30, , 17, 23, 12, , 2
2016/10/1, , 11, 18, 9, , 1
2016/4/2, , 31, 47, 16, , 4
2016/4/3, , 28, 44, 13, , 4
2016/4/4, , 28, 34, 18, , 4
2016/4/5, , 36, 28, 14, , 2
2016/4/6, , 22, 46, 23, , 4
2016/4/7, , 33, 15, 28, , 8
2016/4/8, , 48, 47, 23, , 4
2016/4/9, , 31, 51, 22, , 5
2016/4/10, , 42, 41, 15, , 5
2016/4/11, , 40, , 14, , 3
2016/4/12, , 33, , 17, , 3
2016/4/13, , 32, 31, 19, , 3
2016/4/14, , 33, 55, 22, , 5
2016/4/15, , 43, 29, 30, , 5
2016/4/16, , 47, 53, 22, , 5
2016/4/17, , 40, 34, 18, , 6
2016/4/18, , 38, 25, 19, , 4
2016/4/19, , 34, 17, 19, , 4
2016/4/20, , 33, 21, 22, , 4
2016/4/21, , 34, 25, 18, , 4
2016/4/22, , 35, 39, 22, , 7
2016/4/23, , 45, 29, 20, , 4
2016/4/24, , 36, 25, 17, , 5
2016/4/25, , 37, 24, 22, , 4
2016/4/26, , 47, 13, 17, , 3
2016/4/27, , 33, 5, 11, , 2
2016/4/28, , 14, 15, 13, , 2
2016/4/29, , 20, 11, 15, , 2
2016/4/30, , 22, 24, 15, , 3
2016/5/1, , 22, 23, 7, , 1
2016/5/2, , 16, 14, 17, , 3
2016/5/3, , 26, 26, 21, , 3
2016/5/4, , 34, 29, 25, , 5
2016/5/5, , 37, 21, 21, , 3
2016/5/6, , 33, 21, 23, , 3
2016/5/7, , 43, 21, 27, , 7
2016/5/8, , 47, 22, 15, , 4
2016/5/9, , 32, 17, 25, , 5
2016/5/10, , 40, 11, 19, , 5
2016/5/11, , 34, 8, 17, , 3
