date, pm25, pm10, o3, no2, so2, co
2019/12/14, 55, 16, 28, 9, , 2
2019/12/15, 38, 15, 26, 8, , 2
2019/12/16, 39, 23, 31, 16, , 3
2019/12/17, 50, 20, 31, 15, , 2
2019/12/18, 41, 15, 14, 17, , 2
2019/12/19, 42, 10, 20, 13, , 2
2019/12/20, 36, 22, 28, 18, , 3
2019/12/21, 49, 15, 37, 12, , 3
2019/12/22, 38, 11, 23, 7, , 1
2019/12/23, 24, 12, 17, 13, , 2
2019/12/24, 32, 13, 38, 8, , 1
2019/12/25, 36, 19, 36, 5, , 1
2019/12/26, 54, 17, 48, 11, , 1
2019/12/27, 50, 20, 37, 10, , 1
2019/12/28, 55, 24, 55, 8, , 1
2019/12/29, 56, 26, 49, 5, , 1
2019/12/30, 61, , , , , 
2019/7/2, 67, 53, 24, 25, 1, 8
2019/7/3, 92, 51, 23, 25, 2, 5
2019/7/4, 74, 14, 6, 17, , 4
2019/7/5, 39, 9, 10, 14, , 2
2019/7/6, 26, 14, 17, 12, , 2
2019/7/7, 36, 18, 20, 9, , 2
2019/7/8, 43, 22, 12, 17, 1, 3
2019/7/9, 47, 27, 21, 15, 1, 3
2019/7/10, 62, 39, 11, 29, , 7
2019/7/11, 77, 56, 22, 34, 1, 12
2019/7/12, 102, 61, 23, 39, 1, 12
2019/7/13, 112, 67, 30, 40, , 15
2019/7/14, 122, 62, 30, 30, , 14
2019/7/15, 115, 42, 44, 20, 1, 6
2019/7/16, 82, 15, 14, 13, , 1
2019/7/17, 34, 22, 14, 14, , 1
2019/7/18, 35, 19, 16, 14, 1, 2
2019/7/19, 37, 29, 15, 22, , 7
2019/7/20, 58, 37, 22, 20, , 6
2019/7/21, 69, 31, 21, 15, , 5
2019/7/22, 71, 30, 16, 21, , 5
2019/7/23, 57, 43, 20, 25, , 7
2019/7/24, 75, 58, 26, 31, 1, 9
2019/7/25, 102, 48, 27, 25, 2, 5
2019/7/26, 92, 38, 19, 22, 1, 3
2019/7/27, 73, 43, 31, 20, 1, 3
2019/7/28, 79, 25, 31, 6, , 1
2019/7/29, 52, 32, 24, 15, 1, 2
2019/7/30, 65, 41, 20, 23, , 3
2019/7/31, 73, 36, 23, 30, 1, 6
2019/8/1, 67, 46, 21, 31, , 8
2019/8/2, 86, 47, 24, 22, 1, 6
2019/8/3, 84, 12, 19, 7, , 2
2019/8/4, 24, 17, 17, 6, , 2
2019/8/5, 35, 14, 13, 11, , 1
2019/8/6, 31, 24, 14, 19, 1, 3
2019/8/7, 58, 25, 13, 19, , 3
2019/8/8, 51, 36, 25, 24, 1, 5
2019/8/9, 73, 44, 33, 26, 1, 6
2019/8/10, 86, 41, 33, 25, 1, 
2019/8/11, 80, 36, 32, 13, , 6
2019/8/12, 73, 37, 28, 24, , 6
2019/8/13, 80, 42, 13, 20, , 6
2019/8/14, 77, 11, 17, 10, , 1
2019/8/15, 20, 20, 18, 14, , 1
2019/8/16, 35, 31, 19, 27, , 4
2019/8/17, 60, 42, 27, 22, 1, 5
2019/8/18, 74, 44, 37, 17, , 4
2019/8/19, 73, 15, 23, 10, , 1
2019/8/20, 32, 10, 11, 12, , 1
2019/8/21, 23, 12, 15, 13, , 1
2019/8/22, 33, 13, 15, 11, , 1
2019/8/23, 32, 14, 16, 13, , 1
2019/8/24, 29, 12, 21, 9, , 1
2019/8/25, 30, 17, 23, 5, , 1
2019/8/26, 28, 28, 26, 15, , 2
2019/8/27, 53, 33, 26, 17, , 2
2019/8/28, 67, 24, 23, 14, , 2
2019/8/29, 55, 40, 32, 23, 1, 3
2019/8/30, 73, 51, 32, 33, 1, 7
2019/8/31, 97, 60, 37, 22, 1, 5
2019/9/1, 94, 20, 14, 14, , 3
2019/9/2, 50, 20, 7, 17, 1, 3
2019/9/3, 61, 27, 7, 26, , 6
2019/9/4, 70, 21, 10, 14, , 2
2019/9/5, 49, 8, 12, 12, , 1
2019/9/6, 26, 16, 11, 14, , 2
2019/9/7, 35, 22, 30, 15, , 4
2019/9/8, 51, 30, 40, 16, 1, 4
2019/9/9, 63, 36, 26, 26, , 9
2019/9/10, 70, 53, 36, 36, 1, 10
2019/9/11, 93, 65, 50, 42, 3, 9
2019/9/12, 115, 63, 43, 36, 1, 7
2019/9/13, 111, 22, 27, 9, , 2
2019/9/14, 45, 15, 23, 8, , 1
2019/9/15, 38, 35, 48, 10, 1, 4
2019/9/16, 79, 45, 40, 29, 1, 5
2019/9/17, 87, 65, 66, 33, 1, 8
2019/9/18, 120, 60, 41, 25, , 6
2019/9/19, 99, 41, 30, 17, , 3
2019/9/20, 81, 43, 26, 21, , 5
2019/9/21, 97, 10, 14, 7, , 1
2019/9/22, 22, 6, 19, 4, , 1
2019/9/23, 22, 18, 17, 8, , 1
2019/9/24, 32, 25, 28, 14, 1, 2
2019/9/25, 57, , , , , 
2019/9/27, 56, 19, 16, 13, , 3
2019/9/28, 40, 17, 15, 8, , 1
2019/9/29, 42, 22, 35, 8, 1, 2
2019/9/30, 47, 27, 32, 14, 1, 2
2019/10/1, 54, 30, 50, 17, 1, 2
2019/4/2, 51, , 34, 15, 1, 2
2019/4/3, 60, , 65, 24, 1, 4
2019/4/4, 85, , 47, 27, 2, 5
2019/4/5, 94, , 34, 24, 1, 4
2019/4/6, 85, , 31, 14, , 3
2019/4/7, 57, , 17, 11, , 2
2019/4/8, 40, , 7, 15, , 2
2019/4/9, 27, , 11, 12, , 2
2019/4/10, 23, , 12, 11, , 1
2019/4/11, 26, , 28, 16, , 3
2019/4/12, 52, , 30, 17, , 3
2019/4/13, 61, , 50, 18, , 3
2019/4/14, 78, , 13, 11, , 2
2019/4/15, 44, , 23, 13, , 2
2019/4/16, 49, , 10, 7, , 1
2019/4/17, 45, , 17, 14, 1, 2
2019/4/18, 35, , 21, 14, , 2
2019/4/19, 36, , 54, 16, , 2
2019/4/20, 55, , 27, 23, 1, 5
2019/4/21, 66, , 35, 17, , 5
2019/4/22, 80, , 36, 20, 2, 4
2019/4/23, 85, , 29, 12, 1, 2
2019/4/24, 53, , 26, 15, 1, 3
2019/4/25, 65, , 37, 15, , 3
2019/4/26, 73, , 28, 20, 1, 3
2019/4/27, 80, , 28, 18, , 4
2019/4/28, 65, , 27, 12, 1, 3
2019/4/29, 42, , 11, 13, , 2
2019/4/30, 30, , 19, 15, , 2
2019/5/1, 46, , 37, 13, , 3
2019/5/2, 59, , 23, 30, 1, 7
2019/5/3, 101, 37, 25, 23, 1, 5
2019/5/4, 81, 51, 40, 22, 1, 5
2019/5/5, 92, 31, 30, 15, 1, 3
2019/5/6, 74, 31, 25, 20, , 4
2019/5/7, 67, 15, 16, 12, 1, 2
2019/5/8, 40, 9, 13, 10, , 3
2019/5/9, 26, , 15, 13, 1, 2
2019/5/10, 41, 28, 20, 21, , 5
2019/5/11, 67, , 26, 18, , 5
2019/5/12, 69, , 25, 13, , 6
2019/5/13, 67, , 22, 14, , 3
2019/5/14, 55, , 21, 14, , 2
2019/5/15, 50, , 15, 10, , 3
2019/5/16, 23, , 11, 12, , 2
2019/5/17, 26, , 11, 13, , 2
2019/5/18, 29, 19, 6, 16, , 4
2019/5/19, 45, 17, 15, 10, , 3
2019/5/20, 39, 24, 13, 20, , 4
2019/5/21, 61, 35, 26, 27, 1, 4
2019/5/22, 74, 47, 24, 35, 1, 11
2019/5/23, 90, 52, 29, 33, 1, 7
2019/5/24, 95, 29, 14, 19, 1, 3
2019/5/25, 58, 11, 14, 9, , 1
2019/5/26, 25, 20, 24, 8, 1, 1
2019/5/27, 40, 27, 20, 23, 1, 4
2019/5/28, 54, 40, 22, 22, 1, 5
2019/5/29, 71, 22, 15, 19, , 3
2019/5/30, 52, 25, 14, 19, 1, 4
2019/5/31, 56, 38, 19, 19, 1, 5
2019/6/1, 69, 21, 13, 18, , 5
2019/6/2, 51, 17, 6, 14, , 5
2019/6/3, 43, 11, 4, 17, , 3
2019/6/4, 34, 12, 18, 10, , 1
2019/6/5, 21, 13, 13, 14, , 2
2019/6/6, 25, 21, 13, 16, 1, 3
2019/6/7, 39, 28, 2, 20, 1, 5
2019/6/8, 59, , , , 1, 
2019/6/11, 69, 46, 17, 28, 1, 8
2019/6/12, 89, 46, 15, 26, 1, 8
2019/6/13, 86, 48, 14, 26, 1, 9
2019/6/14, 89, 39, 18, 24, 2, 6
2019/6/15, 71, 39, 22, 20, 2, 6
2019/6/16, 79, 36, 31, 16, 1, 5
2019/6/17, 76, 32, 20, 19, 2, 4
2019/6/18, 69, 36, 18, 24, 1, 4
2019/6/19, 74, 50, 15, 29, 1, 9
2019/6/20, 90, 44, 22, 18, 1, 8
2019/6/21, 78, 18, 16, 11, 1, 1
2019/6/22, 37, 31, 23, 15, 1, 
2019/6/23, 66, 39, 26, 16, 1, 
2019/6/24, 83, 34, 23, 22, 1, 
2019/6/25, 57, 41, 20, 23, 1, 7
2019/6/26, 63, 47, 21, 20, 1, 6
2019/6/27, 72, 28, 12, 19, 1, 4
2019/6/28, 63, 40, 22, 21, , 4
2019/6/29, 72, 41, 21, 20, 1, 6
2019/6/30, 82, 34, 27, 16, 1, 6
2019/7/1, 64, 41, 23, 22, 1, 6
2019/1/3, 17, 16, 31, 11, , 2
2019/1/4, 34, 12, 20, 17, 1, 2
2019/1/5, 33, 12, 18, 11, , 2
2019/1/6, 34, 11, 26, 10, , 2
2019/1/7, 31, 19, 31, 16, , 4
2019/1/8, 46, 25, 36, 24, , 4
2019/1/9, 59, 29, 62, 15, 1, 2
2019/1/10, 68, 27, 53, 13, , 2
2019/1/11, 61, 20, 44, 23, , 3
2019/1/12, 49, 26, 35, 34, , 3
2019/1/13, 66, 22, 36, 8, , 1
2019/1/14, 58, 24, 39, 17, , 3
2019/1/15, 61, 27, 40, 19, 1, 3
2019/1/16, 63, 25, 34, 22, , 3
2019/1/17, 57, 20, 46, 24, , 3
2019/1/18, 51, 19, 37, 19, , 3
2019/1/19, 52, 20, 47, 15, , 2
2019/1/20, 51, 13, 40, 5, , 1
2019/1/21, 38, 20, 38, 16, , 2
2019/1/22, 42, 25, 52, 18, , 3
2019/1/23, 63, 26, 43, 14, 1, 2
2019/1/24, 62, 30, 37, 22, , 4
2019/1/25, 72, 17, 23, 11, 1, 1
2019/1/26, 45, 17, 35, 18, , 3
2019/1/27, 45, 13, 24, 10, , 2
2019/1/28, 36, 25, 30, 16, , 4
2019/1/29, 61, 28, 35, 23, 1, 4
2019/1/30, 63, 28, 48, 36, 1, 28
2019/1/31, 79, 41, 83, 36, 1, 27
2019/2/1, 90, 40, 53, 28, 1, 
2019/2/2, 91, 36, 70, 15, 3, 2
2019/2/3, 79, 18, 34, 3, 1, 1
2019/2/4, 46, 7, 16, 9, , 1
2019/2/5, 19, 13, 13, 11, , 1
2019/2/6, 39, 10, 9, 14, , 3
2019/2/9, 71, 22, 60, 15, , 2
2019/2/13, 30, 13, 17, 9, , 1
2019/2/14, 32, 16, 14, 10, , 1
2019/2/15, 35, 25, 6, 19, 1, 4
2019/2/16, 55, 8, 10, 14, , 3
2019/2/17, 29, 13, 15, 12, , 3
2019/2/18, 38, 22, 25, 16, , 3
2019/2/19, 54, 19, 25, 15, 1, 2
2019/2/20, 41, 19, 25, 14, 1, 2
2019/2/21, 45, 16, 17, 17, , 3
2019/2/22, 66, 19, 21, 19, , 4
2019/2/26, 44, 10, 15, 21, 1, 3
2019/2/27, 35, 15, 25, 16, , 2
2019/2/28, 35, , , , , 
2019/3/4, 42, 11, 20, 11, , 2
2019/3/5, 41, 16, 29, 12, , 2
2019/3/6, 51, 22, 24, 20, 1, 4
2019/3/7, 50, 24, 16, 21, , 5
2019/3/8, 52, 20, 32, 18, , 3
2019/3/9, 51, 29, 36, 23, 1, 6
2019/3/10, 71, 10, 18, 6, , 1
2019/3/11, 45, 10, 11, 9, , 1
2019/3/12, 42, 19, 3, 13, , 1
2019/3/13, 52, 19, 29, 17, 1, 3
2019/3/14, 53, 15, 21, 17, , 2
2019/3/15, 45, 15, 19, 17, , 3
2019/3/16, 50, 14, 24, 11, , 2
2019/3/17, 49, 11, 24, 9, 1, 2
2019/3/18, 46, 20, 27, 16, 1, 3
2019/3/19, 54, 22, 15, 13, 1, 3
2019/3/20, 47, , 20, 11, 1, 2
2019/3/21, 41, , 11, 11, 7, 1
2019/3/22, 23, , 11, 9, 7, 1
2019/3/23, 26, , 40, 10, 5, 1
2019/3/24, 43, , 41, 10, , 2
2019/3/25, 63, , 40, 20, , 3
2019/3/26, 68, , 36, 18, , 3
2019/3/27, 71, , 31, 12, , 2
2019/3/28, 49, , 13, 10, 1, 1
2019/3/29, 33, , 13, 10, , 1
2019/3/30, 31, , 31, 8, , 1
2019/3/31, 41, , 40, 8, 1, 1
2019/4/1, 50, , 30, 10, , 2
2018/10/2, 55, 37, 40, 26, , 5
2018/10/3, 84, 35, 39, 22, 1, 4
2018/10/4, 81, 13, 16, 13, 2, 2
2018/10/5, 33, 9, 16, 11, 1, 1
2018/10/6, 26, 12, 17, 11, 1, 1
2018/10/7, 33, 17, 15, 11, 1, 2
2018/10/8, 49, 20, 5, 21, , 4
2018/10/9, 52, 20, 29, 22, , 3
2018/10/10, 52, 20, 24, 19, , 10
2018/10/11, 50, 8, 12, 14, , 5
2018/10/12, 24, 15, 25, 10, , 1
2018/10/13, 42, 30, 31, 16, , 3
2018/10/14, 67, 8, 14, 7, 1, 1
2018/10/15, 27, 12, 12, 14, , 2
2018/10/16, 41, , , , , 
2018/10/18, 52, 17, 36, 23, , 3
2018/10/19, 46, 9, 17, 12, , 1
2018/10/20, 27, 17, 25, 7, , 1
2018/10/21, 34, 14, 21, 6, , 1
2018/10/22, 27, 22, 34, 14, , 1
2018/10/23, 52, 31, 32, 18, , 1
2018/10/24, 72, 13, 18, 15, , 1
2018/10/25, 38, 19, 12, 21, , 3
2018/10/26, 54, 28, 16, 22, , 3
2018/10/27, 71, 12, 18, 10, , 1
2018/10/28, 31, 10, 19, 4, , 1
2018/10/29, 19, 15, 14, 10, , 1
2018/10/30, 23, 26, 41, 18, 2, 2
2018/10/31, 64, 27, 30, 19, , 2
2018/11/1, 54, 20, 25, 20, 1, 2
2018/11/2, 41, 25, 40, 8, , 1
2018/11/3, 67, 21, 34, 9, , 1
2018/11/4, 43, 9, 18, 7, , 1
2018/11/5, 22, 15, 16, 9, , 1
2018/11/6, 35, 17, 11, 12, 1, 1
2018/11/7, 44, 15, 13, 12, , 1
2018/11/8, 42, 8, 11, 10, , 1
2018/11/9, 23, 12, 17, 11, , 1
2018/11/10, 29, 17, 16, 13, , 1
2018/11/11, 44, 23, 37, 11, , 2
2018/11/12, 64, 26, 31, 16, , 2
2018/11/13, 67, 24, 33, 18, , 2
2018/11/14, 59, 28, 31, 20, 1, 2
2018/11/15, 58, 20, 25, 12, , 2
2018/11/16, 45, 19, 21, 10, , 1
2018/11/17, 45, 22, 29, 10, , 1
2018/11/18, 51, 22, 23, 8, , 1
2018/11/19, 51, 6, 15, 10, , 1
2018/11/20, 17, 13, 13, 7, , 1
2018/11/21, 39, 16, 11, 12, , 1
2018/11/22, 45, 22, 23, 17, 1, 2
2018/11/23, 54, 22, 20, 20, , 3
2018/11/24, 53, 12, 16, 11, , 2
2018/11/25, 29, 11, 20, 7, , 1
2018/11/26, 28, 16, 17, 9, 1, 1
2018/11/27, 30, 22, 23, 11, 1, 1
2018/11/28, 48, 20, 31, 11, 1, 1
2018/11/29, 54, 21, 28, 20, , 2
2018/11/30, 49, 30, 34, 26, , 4
2018/12/1, 67, 10, 21, 16, , 2
2018/12/2, 34, 14, 25, 8, , 4
2018/12/3, 36, 13, 13, 10, 1, 1
2018/12/4, 37, 20, 33, 16, 1, 1
2018/12/5, 49, 32, 28, 27, 1, 4
2018/12/6, 72, 27, 35, 16, 1, 1
2018/12/7, 63, 19, 19, 10, 1, 1
2018/12/8, 50, 14, 13, 7, , 1
2018/12/9, 34, 21, 31, 7, 3, 1
2018/12/10, 61, 20, 5, 14, 1, 2
2018/12/11, 18, , , , 1, 
2018/12/15, 54, 31, 46, 22, 1, 4
2018/12/16, 72, 38, 76, 14, , 3
2018/12/17, 96, 35, 52, 21, , 3
2018/12/18, 77, 19, 46, , , 2
2018/12/19, 52, 22, 50, , , 3
2018/12/20, 58, 26, 46, , , 2
2018/12/21, 62, 33, 13, , , 2
2018/12/22, 116, , , , , 
2018/7/2, 121, 55, 28, 36, , 11
2018/7/3, 117, 47, 16, 31, , 11
2018/7/4, 101, 24, 18, 18, , 3
2018/7/5, 58, 51, 18, 34, , 8
2018/7/6, 109, 64, 33, 37, , 11
2018/7/7, 129, 51, 31, 29, , 7
2018/7/8, 109, 57, 38, 26, , 12
2018/7/9, 117, 34, 33, 14, , 4
2018/7/10, 76, 11, 12, 11, , 1
2018/7/11, 23, 14, 16, 15, , 1
2018/7/12, 31, 30, 19, 20, , 2
2018/7/13, 62, 41, 19, 32, , 4
2018/7/14, 89, 65, 32, 44, , 13
2018/7/15, 132, 57, 34, 30, , 12
2018/7/16, 122, 60, 26, 44, , 14
2018/7/17, 122, 59, 25, 40, , 9
2018/7/18, 112, 54, 21, 33, , 6
2018/7/19, 112, 54, 31, 31, , 6
2018/7/20, 105, 54, 28, 35, , 7
2018/7/21, 103, 45, 27, 26, , 7
2018/7/22, 83, 19, 18, 8, , 2
2018/7/23, 42, 40, 23, 26, , 5
2018/7/24, 83, 41, 17, 23, , 7
2018/7/25, 89, 28, 19, 16, , 2
2018/7/26, 61, 34, 22, 22, , 4
2018/7/27, 75, 44, 23, 29, , 6
2018/7/28, 95, 53, 36, 32, , 8
2018/7/29, 104, 56, 32, 24, , 5
2018/7/30, 111, 45, 17, 24, , 6
2018/7/31, 102, 15, 11, 16, , 2
2018/8/1, 36, 15, 13, 15, , 2
2018/8/2, 25, 17, 11, 17, , 2
2018/8/3, 41, 20, 3, 21, , 5
2018/8/4, 50, 19, 15, 20, , 4
2018/8/5, 49, 19, 11, 15, , 3
2018/8/6, 46, 26, 3, 26, , 4
2018/8/7, 64, 24, 12, 16, , 2
2018/8/8, 52, 29, 17, 24, , 4
2018/8/9, 59, 12, 7, 16, , 2
2018/8/10, 28, 21, 22, 15, , 13
2018/8/11, 36, 16, 24, 15, , 5
2018/8/12, 40, 16, 27, 9, , 1
2018/8/13, 42, 19, 21, 15, , 2
2018/8/14, 48, 29, 20, 23, , 4
2018/8/15, 49, 33, 17, 20, , 6
2018/8/16, 80, 16, 18, 16, , 2
2018/8/17, 43, 11, 16, 14, , 2
2018/8/18, 31, 15, 20, 13, 1, 2
2018/8/19, 44, 26, 31, 13, 1, 2
2018/8/20, 68, 34, 33, 27, 2, 4
2018/8/21, 64, 41, 25, 26, 2, 5
2018/8/22, 86, 38, 27, 26, 1, 4
2018/8/23, 84, 54, 39, 41, 2, 7
2018/8/24, 112, 53, 32, 29, 2, 5
2018/8/25, 99, 19, 20, 14, , 3
2018/8/26, 46, 8, 20, 7, , 1
2018/8/27, 23, 12, 18, 13, , 2
2018/8/28, 38, 22, 24, 19, 1, 3
2018/8/29, 54, 31, 23, 21, 1, 3
2018/8/30, 70, 31, 27, 25, 1, 4
2018/8/31, 59, 46, 31, 34, 1, 8
2018/9/1, 89, 44, 36, 23, 1, 5
2018/9/2, 91, 38, 34, 14, 2, 3
2018/9/3, 85, 23, 24, 15, , 2
2018/9/4, 53, 11, 12, 13, , 2
2018/9/5, 24, 14, 17, 12, , 1
2018/9/6, 27, 22, 19, 16, 1, 2
2018/9/7, 44, 27, 44, 13, 1, 2
2018/9/8, 60, 39, 34, 19, 2, 3
2018/9/9, 92, 34, 48, 10, 2, 2
2018/9/10, 81, 25, 31, 12, 1, 2
2018/9/11, 60, 24, 25, 11, 1, 1
2018/9/12, 54, 20, 24, 10, , 1
2018/9/13, 40, 31, 27, 15, 1, 2
2018/9/14, 63, 27, 9, 24, , 6
2018/9/15, 72, 21, 24, 16, , 3
2018/9/16, 56, 7, 25, 6, , 1
2018/9/17, 17, 13, 14, 18, , 3
2018/9/18, 40, 18, 19, 20, 1, 3
2018/9/19, 47, 22, 30, 20, 2, 3
2018/9/20, 54, 20, 15, 26, , 4
2018/9/21, 45, 22, 28, 21, , 3
2018/9/22, 64, 31, 44, 19, 1, 3
2018/9/23, 72, 23, 45, 11, 1, 2
2018/9/24, 55, 45, 49, 29, 2, 5
2018/9/25, 95, 35, 37, 15, 1, 2
2018/9/26, 87, 36, 32, 21, 1, 3
2018/9/27, 80, 31, 23, 28, , 5
2018/9/28, 77, 23, 20, 18, 1, 3
2018/9/29, 65, 17, 29, 11, , 2
2018/9/30, 48, 25, 31, 13, , 4
2018/10/1, 65, 30, 23, 27, 1, 6
2018/4/2, 37, 13, 13, 14, , 4
2018/4/3, 34, 15, 13, 17, , 2
2018/4/4, 40, 16, 36, 15, , 2
2018/4/5, 44, 23, 32, 18, , 2
2018/4/6, 62, 19, 28, 14, , 2
2018/4/7, 39, 20, 36, 13, , 2
2018/4/8, 57, 19, 31, 9, , 1
2018/4/9, 56, 19, 30, 13, , 2
2018/4/10, 49, 24, 36, 15, , 2
2018/4/11, 55, 25, 31, 15, , 2
2018/4/12, 62, 30, 26, 23, , 3
2018/4/13, 68, 31, 47, 23, , 4
2018/4/14, 68, 17, 29, 9, , 1
2018/4/15, 47, 6, 15, 6, , 6
2018/4/16, 23, 9, 14, 10, , 3
2018/4/17, 18, 13, 14, 11, , 1
2018/4/18, 27, 19, 22, 17, , 2
2018/4/19, 46, 30, 29, 25, , 4
2018/4/20, 66, 32, 18, 30, , 7
2018/4/21, 74, 38, 44, 20, , 7
2018/4/22, 94, 23, 32, 11, , 2
2018/4/23, 63, 32, 29, 19, , 3
2018/4/24, 75, 30, 25, 20, , 2
2018/4/25, 75, 29, 21, 25, , 2
2018/4/26, 73, 32, 19, 26, , 3
2018/4/27, 78, 28, 26, 21, , 2
2018/4/28, 69, 34, 52, 17, , 3
2018/4/29, 84, 28, 28, 12, , 2
2018/4/30, 71, 33, 25, 29, , 5
2018/5/1, 74, 40, 32, 19, , 9
2018/5/2, 94, 27, 24, 17, , 3
2018/5/3, 65, 29, 27, 21, , 3
2018/5/4, 65, 42, 17, 28, , 5
2018/5/5, 89, , , , , 
2018/5/8, 46, 13, 12, 13, , 2
2018/5/9, 34, 16, 19, 14, , 2
2018/5/10, 20, 28, 22, 24, , 4
2018/5/11, 60, 46, 19, 27, , 5
2018/5/12, 95, 28, 19, 16, , 3
2018/5/13, 51, 19, 27, 8, , 1
2018/5/14, 47, 21, 19, 13, , 2
2018/5/15, 39, 27, 10, 18, , 4
2018/5/16, 60, 35, 18, 20, , 7
2018/5/17, 80, 19, 19, 13, , 2
2018/5/18, 46, 29, 17, 19, , 3
2018/5/19, 62, 15, 12, 12, , 2
2018/5/20, 38, 8, 19, 8, , 1
2018/5/21, 21, 23, 19, 24, , 4
2018/5/22, 60, 47, 25, 34, , 8
2018/5/23, 108, 43, 52, 27, , 7
2018/5/24, 100, 23, 29, 15, , 2
2018/5/25, 59, 23, 24, 13, , 2
2018/5/26, 62, 25, 26, 11, , 2
2018/5/27, 69, 24, 28, 8, , 1
2018/5/28, 68, 20, 24, 13, , 2
2018/5/29, 58, 22, 23, 14, , 2
2018/5/30, 59, 27, 21, 19, , 3
2018/5/31, 64, 39, 23, 20, , 6
2018/6/1, 92, 40, 25, 27, , 7
2018/6/2, 90, 48, 25, 29, , 8
2018/6/3, 98, 16, 15, 9, , 4
2018/6/4, 38, 13, 17, 14, , 2
2018/6/5, 38, 27, 6, 19, , 4
2018/6/6, 60, 31, 5, 19, , 9
2018/6/7, 76, 32, 8, 21, , 7
2018/6/8, 78, 23, 8, 19, , 3
2018/6/9, 56, 26, 10, 18, , 4
2018/6/10, 67, 28, 10, 16, , 4
2018/6/11, 70, 36, 14, 23, , 7
2018/6/12, 75, 38, 15, 27, , 6
2018/6/13, 78, 22, 9, 20, , 4
2018/6/14, 50, 9, 11, 13, , 1
2018/6/15, 24, 11, 10, 16, , 2
2018/6/16, 36, 7, 13, 10, , 1
2018/6/17, 19, 11, 15, 8, , 1
2018/6/18, 34, 16, 13, 14, , 2
2018/6/19, 39, 22, 13, 17, , 2
2018/6/20, 56, 28, 16, 25, , 4
2018/6/21, 66, 45, 18, 29, , 8
2018/6/22, 94, 47, 17, 31, , 9
2018/6/23, 102, 48, 22, 28, , 6
2018/6/24, 105, 48, 28, 20, , 6
2018/6/25, 110, 43, 22, 26, , 7
2018/6/26, 93, 50, 13, 40, , 13
2018/6/27, 102, 58, 28, 34, , 12
2018/6/28, 116, 49, 15, 32, , 5
2018/6/29, 101, 43, 22, 31, , 7
2018/6/30, 89, 47, 30, 28, , 7
2018/7/1, 97, 51, 45, 23, , 6
2018/1/2, 51, 10, 22, 8, , 2
2018/1/3, 24, 8, 9, 9, , 2
2018/1/4, 21, 16, 27, 10, , 1
2018/1/5, 33, 21, 47, 13, , 2
2018/1/6, 49, 17, 27, 14, , 2
2018/1/7, 46, 10, 22, 8, , 2
2018/1/8, 32, 9, 11, 18, , 3
2018/1/9, 34, 19, 22, 17, , 3
2018/1/10, 56, 23, 31, 17, , 3
2018/1/11, 56, 20, 25, 15, , 3
2018/1/12, 54, 15, 27, 17, , 3
2018/1/13, 37, 11, 24, 12, , 3
2018/1/14, 28, 11, 27, 10, , 2
2018/1/15, 28, 12, 29, 12, , 2
2018/1/16, 32, 14, 33, 16, , 3
2018/1/17, 32, 26, 42, 25, , 5
2018/1/18, 65, 30, 35, 17, , 3
2018/1/19, 60, 16, 28, 17, , 3
2018/1/20, 40, 20, 44, 19, , 4
2018/1/21, 57, 17, 34, 16, , 4
2018/1/22, 50, 22, 42, 18, , 4
2018/1/23, 60, 22, 37, 24, , 4
2018/1/24, 58, 20, 44, 23, , 4
2018/1/25, 48, 19, 49, 9, , 3
2018/1/26, 47, 13, 20, 9, , 2
2018/1/27, 35, 14, 20, 7, , 1
2018/1/28, 34, 15, 30, 6, , 1
2018/1/29, 42, 22, 23, 16, , 4
2018/1/30, 62, 11, 14, 11, , 2
2018/1/31, 23, 11, 17, 10, , 2
2018/2/1, 26, 12, 26, 9, , 2
2018/2/2, 32, 17, 32, 11, , 2
2018/2/3, 38, 11, 16, 7, , 1
2018/2/4, 26, 15, 25, 6, , 1
2018/2/5, 37, 16, 19, 9, , 2
2018/2/6, 24, 14, 13, 12, , 2
2018/2/7, 31, 16, 22, 14, , 2
2018/2/8, 39, 36, 52, 24, 2, 4
2018/2/9, 82, 33, 41, 21, 2, 4
2018/2/10, 70, 26, 27, 20, 1, 3
2018/2/11, 58, 18, 29, 12, 1, 3
2018/2/12, 46, 14, 26, 9, 1, 2
2018/2/13, 38, 6, 17, 5, , 1
2018/2/14, 15, 8, 12, 10, , 1
2018/2/15, 21, 10, 13, 11, , 2
2018/2/16, 28, 12, 18, 10, , 2
2018/2/17, 30, 16, 30, 10, 1, 1
2018/2/18, 43, 13, 17, 9, , 2
2018/2/19, 32, 17, 25, 17, , 3
2018/2/20, 44, 16, 4, 22, , 2
2018/2/21, 31, 14, 19, 13, 1, 12
2018/2/22, 34, 24, 33, 16, 1, 14
2018/2/23, 57, 16, 26, 10, , 1
2018/2/24, 46, 15, 32, 8, , 1
2018/2/25, 38, 16, 22, 7, 1, 1
2018/2/26, 39, 19, 21, 17, , 7
2018/2/27, 34, 15, 21, 15, , 7
2018/2/28, 40, 27, 51, 16, , 7
2018/3/1, 73, 27, 45, 20, , 7
2018/3/2, 72, 25, 28, 21, , 8
2018/3/3, 68, 13, 24, 13, , 7
2018/3/4, 35, 17, 43, 10, , 7
2018/3/5, 56, 18, 26, 17, , 8
2018/3/6, 53, 29, 34, 17, , 6
2018/3/7, 75, 18, 25, 10, , 2
2018/3/8, 51, 9, 14, 7, , 1
